Alimentos;;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;+ 50 AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;NORESTE;LEVANTE;ANDALUCIA;CENTRO-SUR;CASTILLA Y LEON;NOROESTE;NORTE;T.CANARIAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;Nivel;Hoja
LECHE BOTELLA VIDRIO;;0.357;0.548;1.066;0.278;0.109;0.166;0.391;0.32;0.203;0.299;0.501;0.83;0.43;0.176;0.567;0.367;0.104;0.461;0.685;0.454;0.882;0.0;0.176;0.395;0.574;0.0;1.129;0.307;1.772;0.31;0.227;0.51;0.245;0.752;0.532;0.32;0.671;0.694;0.0;0.565;0.073;0.346;2.0;VALOR
LECHE BOTELLA PLAST.;;40.697;45.09;42.805;42.547;40.413;33.381;38.787;48.57;46.975;42.719;38.362;39.868;44.167;42.744;35.932;39.425;33.602;39.956;42.403;48.388;39.123;45.69;35.99;45.042;30.904;37.829;43.53;43.155;39.425;40.169;41.38;41.303;39.136;33.399;41.545;48.568;45.845;45.562;43.971;41.714;35.342;35.475;2.0;VALOR
LECHE CARTON;;95.998;96.375;95.818;96.255;95.772;95.613;95.496;97.777;97.58;95.494;96.625;96.352;95.941;96.304;96.168;96.238;93.183;96.033;97.421;97.796;94.46;95.607;96.522;96.469;97.991;96.691;96.713;94.551;97.602;97.214;95.484;95.756;95.825;91.883;94.538;97.779;97.541;98.167;97.347;96.437;92.406;95.912;2.0;VALOR
LECHE BOLSA;;0.153;0.271;0.061;0.227;0.13;0.086;0.106;0.287;0.39;0.15;0.164;0.0;0.186;0.198;0.144;0.159;0.0;0.147;0.236;0.291;0.0;0.0;0.493;0.191;0.0;0.0;0.429;0.0;0.0;0.18;0.186;0.103;0.233;0.0;0.208;0.287;0.248;0.138;0.464;0.011;0.0;0.169;2.0;VALOR
LECHE ENVASADA;;97.451;98.232;97.406;97.52;97.203;96.757;96.89;99.132;99.147;97.137;97.847;97.625;97.723;97.706;97.243;97.482;94.594;97.451;98.822;99.183;96.167;97.53;97.465;97.8;98.339;98.031;98.594;96.783;99.062;98.021;97.257;97.323;96.909;93.537;96.266;99.133;98.996;99.349;98.463;97.994;94.233;97.037;2.0;VALOR
LECHE ENTERA;;67.192;70.344;64.659;69.074;66.622;64.189;63.996;84.714;72.706;65.678;68.987;67.14;68.761;66.569;66.936;66.739;60.177;65.239;69.417;76.202;66.976;60.045;66.232;67.631;75.08;67.644;74.258;67.418;73.911;70.647;67.278;66.417;62.445;52.352;57.269;84.72;70.693;68.821;69.969;66.764;60.282;65.817;3.0;VALOR
LECHE DESNATADA;;51.188;53.368;50.224;49.941;52.944;49.945;52.094;48.142;48.595;49.837;52.812;52.962;47.344;53.333;53.477;53.404;50.775;52.029;51.098;50.858;45.573;52.293;43.391;57.302;52.766;57.924;53.818;57.282;46.835;50.441;50.921;53.328;51.0;49.236;51.23;48.14;47.151;55.011;56.296;53.151;49.389;52.61;3.0;VALOR
LECHE SEMIDESNATAD;;77.022;78.622;78.85;77.755;74.642;75.005;77.106;74.214;79.606;77.079;76.986;77.495;77.149;77.57;77.187;77.384;73.393;76.615;79.979;79.246;77.409;77.693;79.613;78.417;75.709;74.837;70.271;74.467;78.496;76.759;75.99;76.092;80.615;74.23;77.015;74.209;80.495;82.001;82.558;76.508;69.848;77.085;3.0;VALOR
LECHE DE CABRA;;1.883;1.985;2.334;1.581;1.734;2.019;1.908;2.001;1.672;1.818;1.969;1.735;1.827;2.403;1.674;1.992;1.907;2.077;1.855;1.95;1.987;2.756;1.752;1.427;2.987;0.591;1.294;4.24;1.913;1.549;1.972;2.434;1.257;0.0;3.272;2.001;1.916;2.271;2.175;1.757;2.95;1.602;3.0;VALOR
LECHE SIN LACTOSA;;36.584;37.251;39.034;37.112;36.687;33.721;36.524;36.403;37.617;37.626;35.387;44.322;37.08;36.717;34.395;35.566;34.024;35.995;39.127;38.225;36.496;37.657;36.536;38.341;32.808;38.018;28.986;42.084;35.499;36.352;37.514;34.212;38.479;41.492;40.763;36.402;37.519;40.772;43.215;36.822;29.552;33.447;3.0;VALOR
LECHE ENRIQUECIDA;;46.359;48.254;45.36;45.675;47.873;44.95;46.622;45.107;46.428;46.401;46.373;47.66;45.885;48.643;45.185;46.958;43.805;45.551;51.344;46.023;41.753;55.862;56.445;47.97;36.283;38.97;35.563;37.759;40.933;45.746;47.357;45.301;47.989;42.381;44.831;45.106;47.149;52.885;49.245;49.074;46.63;43.888;3.0;VALOR
L.ENRQ.CON CALCIO;;22.84;23.081;20.581;22.433;23.708;23.955;23.869;19.36;19.403;21.649;24.281;20.049;19.734;24.627;25.752;25.178;22.983;23.471;24.639;20.411;19.491;32.201;28.086;24.087;14.797;13.317;16.68;22.853;19.288;23.045;22.924;22.838;23.764;17.319;19.195;19.36;20.658;26.3;22.632;24.352;25.748;25.309;4.0;VALOR
L.ENRQ.CON VITAMIN;;31.881;32.522;32.169;32.777;31.822;30.171;31.588;31.812;34.239;32.365;31.329;34.826;32.97;32.637;29.77;31.234;30.106;29.702;36.306;32.758;27.701;36.125;43.437;31.59;26.382;28.695;24.588;22.725;26.445;31.223;32.937;31.371;32.595;31.688;31.518;31.812;34.411;36.131;34.766;33.593;29.028;28.861;4.0;VALOR
L.ENRQ.OTROS ADIT.;;2.843;4.507;2.594;2.452;3.2;1.909;2.604;4.538;3.471;3.454;2.173;4.744;3.596;2.634;2.072;2.343;2.28;2.368;3.188;3.834;2.598;3.077;2.922;3.936;0.969;3.377;1.717;2.494;2.495;2.673;2.48;3.044;3.865;4.0;3.37;4.539;3.102;3.897;3.886;2.438;1.96;1.901;4.0;VALOR
BIFIDUS+FIBRA;;0.423;0.807;0.257;0.381;0.378;0.335;0.358;0.97;0.467;0.43;0.428;0.204;0.596;0.432;0.329;0.37;0.141;0.563;0.753;0.337;0.296;0.552;0.519;0.908;0.0;0.179;0.147;0.0;0.0;0.583;0.41;0.335;0.658;0.0;0.628;0.97;0.41;0.223;0.238;0.831;0.419;0.387;5.0;VALOR
RESTO OTROS ADITI;;2.435;3.717;2.358;2.13;2.832;1.62;2.263;3.588;3.035;3.031;1.778;4.547;3.015;2.237;1.758;1.991;2.144;1.837;2.485;3.524;2.313;2.621;2.425;3.08;0.969;3.2;1.568;2.494;2.495;2.082;2.093;2.711;3.302;4.0;2.952;3.589;2.722;3.729;3.799;1.681;1.546;1.535;5.0;VALOR
TOTAL OTRAS LECHES;;41.954;46.125;41.091;43.045;40.461;38.31;39.554;54.857;45.925;41.726;42.238;48.098;42.957;44.143;37.587;40.93;32.723;38.598;47.79;51.511;35.885;44.795;45.919;43.492;40.314;37.874;35.942;63.406;36.938;42.762;43.032;41.751;40.896;25.495;37.931;54.868;48.714;51.918;41.731;44.275;31.104;36.662;1.0;VALOR
LECHE CONDENSADA;;30.135;29.665;29.35;31.818;29.713;29.572;29.305;30.736;35.522;28.502;32.034;31.656;29.653;32.944;28.185;30.618;22.839;27.349;34.932;37.894;25.06;31.132;34.232;31.305;28.622;26.164;25.271;52.46;29.591;30.563;30.86;30.679;27.578;16.423;25.416;30.753;37.803;41.673;32.624;31.919;21.751;27.317;2.0;VALOR
LECHE EN POLVO;;7.889;9.627;6.771;8.67;7.02;6.718;5.878;26.739;5.813;8.364;7.344;15.613;9.61;6.352;5.892;6.128;5.726;6.443;9.346;10.896;5.885;8.067;8.762;7.787;7.627;7.686;7.392;15.763;5.512;8.301;7.636;8.708;7.864;4.803;4.891;26.759;6.489;5.48;5.737;7.15;4.838;5.954;2.0;VALOR
LECHE EVAPORADA;;13.721;18.09;14.011;14.056;12.739;9.751;13.326;16.458;14.838;14.845;12.447;17.758;13.325;16.146;11.302;13.739;10.546;14.086;14.761;16.379;12.741;14.944;14.047;14.108;11.246;11.856;11.688;22.319;9.648;12.42;14.326;13.093;15.904;9.05;16.93;16.462;15.64;17.632;13.508;16.23;10.761;10.907;2.0;VALOR
PREPARADOS LACTEOS;;12.131;11.908;11.266;11.416;13.217;13.011;10.71;25.57;10.697;11.048;13.434;11.389;13.223;10.34;13.34;11.801;9.99;10.951;13.713;14.696;10.178;16.368;16.452;11.462;6.794;9.517;7.584;14.641;8.098;13.015;11.907;13.193;11.86;4.107;7.356;25.569;10.586;12.921;9.34;11.312;7.416;13.695;1.0;VALOR
DERIVADOS LACTEOS;;99.845;99.892;99.932;99.9;99.782;99.706;99.817;99.918;99.951;99.857;99.83;99.851;99.928;99.882;99.749;99.817;99.734;99.875;99.846;99.941;99.708;99.913;99.88;99.888;99.819;99.826;99.862;99.933;99.835;99.888;99.84;99.8;99.882;99.852;99.815;99.919;99.957;99.929;99.922;99.88;99.732;99.751;1.0;VALOR
BATIDOS DE LECHE;;40.649;47.563;42.21;42.148;37.395;33.465;33.207;63.142;69.337;46.292;34.041;49.805;53.888;38.754;27.112;33.054;24.979;31.701;48.141;63.09;43.065;43.689;51.222;40.455;37.844;25.944;29.92;29.69;40.593;40.35;42.35;39.63;38.306;29.28;40.334;63.139;66.658;46.826;52.385;30.884;24.487;25.044;2.0;VALOR
BATIDOS CON CEREAL;;0.29;0.231;0.256;0.465;0.134;0.292;0.071;2.231;0.289;0.362;0.208;0.619;0.651;0.169;0.0;0.086;0.033;0.048;0.591;0.636;0.288;0.57;0.302;0.276;0.148;0.202;0.097;0.175;0.23;0.208;0.43;0.162;0.255;0.0;0.0;2.231;0.274;0.323;0.07;0.069;0.097;0.0;3.0;VALOR
BATIDOS DE YOGURT;;41.886;50.08;45.188;43.03;40.31;31.768;34.584;68.047;66.728;47.513;35.294;57.976;56.075;40.245;25.223;32.881;27.752;34.264;47.991;62.587;37.544;42.214;45.643;43.428;41.002;38.45;40.984;49.874;39.396;40.375;43.983;42.449;38.211;35.222;44.181;68.045;63.743;45.796;55.971;31.977;32.629;23.221;2.0;VALOR
BATIDO YOG.SIN LACT;;4.63;6.519;6.159;4.957;4.302;1.778;4.086;6.977;6.577;6.393;2.617;9.246;6.456;4.973;1.605;3.318;3.404;4.194;4.731;6.615;3.885;5.518;4.608;5.141;2.579;5.767;5.253;3.778;2.461;4.276;4.828;5.202;4.541;8.425;7.796;6.978;6.136;6.616;6.05;3.431;5.16;1.154;3.0;VALOR
LECHES FERMENTADAS;;97.452;98.762;98.4;97.488;97.23;95.489;96.942;98.994;99.117;97.738;97.105;97.885;98.324;97.74;96.387;97.085;94.369;97.988;98.856;98.986;97.519;96.659;97.937;97.595;97.43;97.374;98.096;95.729;97.981;97.941;97.157;97.617;97.281;94.162;98.045;98.995;99.236;98.941;98.416;98.18;94.736;96.271;2.0;VALOR
YOGURT;;94.912;97.132;96.558;94.707;95.128;91.552;93.842;98.156;98.403;96.032;93.525;96.646;97.009;95.682;91.515;93.676;89.928;94.915;97.418;98.298;94.642;93.483;96.069;95.372;94.689;95.428;95.486;91.743;95.689;95.988;94.588;95.525;93.527;93.043;96.064;98.158;98.401;97.861;97.149;95.366;90.983;91.103;3.0;VALOR
Y.CON ADITIVOS;;73.845;80.623;75.424;73.663;72.248;67.453;70.44;85.019;86.034;77.58;69.386;81.67;81.974;73.673;64.064;68.985;63.436;71.052;79.174;84.795;71.934;67.492;78.271;74.195;72.535;78.524;73.716;76.61;74.933;75.391;73.908;73.335;72.782;72.82;81.141;85.025;86.169;78.859;77.655;72.407;64.67;62.546;4.0;VALOR
Y.SIN ADITIVOS;;91.44;94.606;93.634;91.132;90.913;87.419;90.035;96.106;95.943;92.712;89.894;92.983;94.032;92.341;87.762;90.132;84.515;91.306;94.636;96.575;91.674;89.958;91.767;92.104;90.964;92.349;92.33;87.15;93.843;93.701;90.514;92.183;89.595;87.946;91.639;96.098;96.75;95.381;94.1;91.777;84.914;87.368;4.0;VALOR
YOGURT NATURAL;;57.665;64.244;60.654;57.065;55.122;51.678;55.446;64.621;66.374;58.892;56.236;59.098;61.187;58.186;54.029;56.163;47.607;57.297;62.555;65.661;60.186;55.95;55.308;55.458;58.436;65.765;59.727;48.238;58.577;60.223;58.542;56.779;54.246;50.867;58.565;64.617;66.99;63.49;60.013;59.329;45.754;52.331;4.0;VALOR
YOGURT SABORES;;54.147;60.345;53.712;54.471;53.184;48.753;48.84;75.26;70.401;56.18;51.785;60.559;63.571;52.019;45.573;48.87;40.293;49.265;60.033;71.113;49.785;45.566;60.05;55.958;54.989;58.88;54.122;60.012;61.017;59.527;55.225;52.316;46.738;46.317;52.565;75.257;69.659;58.314;57.542;49.171;40.624;44.606;4.0;VALOR
YOGURT FRUTAS;;28.678;32.291;29.971;29.025;28.755;24.133;27.857;30.223;33.308;30.816;26.257;31.656;32.201;30.059;23.923;27.057;23.565;27.316;32.759;32.923;32.553;20.821;28.918;25.475;28.597;38.172;30.605;25.713;31.546;29.229;28.919;27.737;28.358;25.476;31.111;30.224;35.605;33.263;32.154;30.697;24.599;23.003;4.0;VALOR
YOGURT DESNATADO;;57.918;62.914;60.033;58.41;55.773;52.604;57.28;60.668;60.717;60.515;54.916;61.008;59.942;60.926;53.128;57.142;50.062;58.174;60.341;64.741;55.582;53.322;59.774;57.24;55.255;67.272;61.806;56.671;57.73;56.353;58.507;58.335;57.394;52.701;61.223;60.666;61.855;66.84;62.187;61.388;51.614;51.933;4.0;VALOR
YOGURT ENRIQUECIDO;;18.792;24.154;22.359;18.224;14.761;14.988;18.739;18.273;20.219;19.887;17.569;24.663;18.185;21.311;17.113;19.251;15.692;20.79;19.587;19.676;24.366;16.208;17.162;18.489;20.267;15.752;21.099;9.509;14.552;19.573;18.079;19.039;21.311;10.889;24.92;18.276;20.688;18.664;23.124;22.058;18.754;16.319;4.0;VALOR
OTROS;;71.318;77.98;72.862;72.285;71.052;62.88;67.482;83.367;85.412;75.772;65.996;77.708;79.46;71.864;61.056;66.601;58.968;70.149;76.495;82.615;72.854;66.141;74.11;71.978;70.773;69.013;71.179;71.011;72.879;74.018;71.14;70.418;70.138;67.761;77.34;83.373;84.493;76.371;78.495;69.368;59.771;59.981;4.0;VALOR
YOGURT SIN LACTOSA;;17.723;21.872;20.058;17.774;16.717;12.912;17.438;20.943;17.426;20.619;14.38;23.248;21.226;17.878;12.898;15.44;15.444;17.903;19.351;18.835;20.045;14.875;18.291;19.417;13.024;15.057;17.922;15.794;13.666;17.179;17.931;17.317;19.849;25.75;23.97;20.944;18.425;21.061;18.504;17.736;16.961;12.096;4.0;VALOR
L.F.CON BIFIDUBACTE;;58.359;61.358;59.999;57.89;57.196;55.687;59.195;51.407;59.725;58.147;58.699;45.888;56.512;62.912;60.443;61.717;53.806;58.409;60.825;61.485;57.973;53.428;58.97;57.21;59.553;63.211;63.838;57.089;54.828;59.712;57.119;59.682;59.566;48.854;48.685;51.423;62.297;66.404;62.165;63.995;54.391;59.496;3.0;VALOR
O.LECHES FERMENTADS;;46.233;53.473;48.493;46.21;42.513;40.231;41.428;61.636;64.285;48.814;43.24;45.999;53.663;46.926;38.775;42.967;35.886;42.164;51.022;58.788;44.115;44.599;44.142;48.437;49.33;49.767;48.158;45.691;44.531;45.425;48.162;45.977;43.239;30.737;42.46;61.634;58.65;54.053;48.9;45.415;37.043;38.321;3.0;VALOR
LECHE FERM. SIN LACT;;18.219;22.534;20.451;18.243;16.966;13.505;17.953;20.936;18.187;21.146;14.841;23.303;21.645;18.474;13.479;16.032;15.731;18.695;19.789;19.272;20.406;15.111;18.797;20.118;13.207;15.229;19.512;15.794;13.665;17.364;18.454;17.923;20.547;26.046;24.577;20.937;19.144;21.667;19.077;18.368;17.126;12.673;2.0;VALOR
MANTEQUILLA;;57.879;63.938;62.684;59.117;57.068;47.976;56.785;60.66;63.407;59.914;55.582;58.163;58.945;59.738;55.865;57.845;53.317;58.729;60.428;60.304;60.104;51.597;61.901;54.57;52.893;57.373;60.574;69.286;50.734;56.061;58.531;57.55;61.345;56.168;56.883;60.66;61.611;61.369;60.099;61.155;52.382;55.186;2.0;VALOR
MANTEQ.ENV.LIGHT;;14.415;15.963;15.19;15.124;14.656;11.552;14.194;14.242;16.244;14.622;14.248;17.677;14.287;14.37;14.606;14.492;13.483;14.573;14.63;15.198;15.044;11.882;17.235;14.88;11.519;13.842;12.919;13.943;11.51;11.96;14.76;15.279;15.833;11.725;14.607;14.244;16.82;15.083;12.627;15.443;14.861;13.85;3.0;VALOR
MANTEQ.ENV.NORMAL;;53.798;59.972;59.161;54.093;53.051;44.482;52.694;57.037;59.086;55.736;51.608;53.45;54.956;55.482;51.959;53.751;49.2;54.191;56.744;56.526;56.345;47.572;57.373;49.533;49.929;54.129;57.893;64.079;49.407;52.442;54.475;52.95;56.539;52.559;51.783;57.037;57.647;57.284;56.008;57.105;48.063;51.089;3.0;VALOR
QUESO;;99.213;99.783;99.339;99.391;99.253;98.26;99.021;99.786;99.811;99.336;99.062;99.433;99.36;99.537;98.732;99.148;98.033;99.476;99.605;99.845;98.83;99.503;99.424;99.497;99.45;99.329;98.168;99.118;99.27;99.346;99.26;98.945;99.341;97.944;99.406;99.779;99.83;99.848;99.578;99.546;98.512;98.603;2.0;VALOR
QUESO FRESCO;;91.949;94.627;93.118;91.441;92.452;88.798;90.65;96.859;95.582;92.997;90.7;95.341;93.936;91.94;89.154;90.555;86.349;92.721;94.04;95.599;90.508;94.048;92.69;92.632;92.741;92.031;89.126;90.12;88.868;91.523;92.417;91.308;93.289;90.401;93.013;96.85;94.971;95.121;93.942;93.345;84.167;88.689;3.0;VALOR
Q.FRESCO LIGHT;;59.736;65.803;61.954;59.224;59.303;53.434;55.612;80.171;68.957;63.649;55.188;72.483;67.019;58.269;51.043;54.702;50.312;57.719;64.815;68.749;59.733;58.214;59.046;63.322;58.893;61.599;56.955;53.288;57.587;61.006;60.28;58.352;60.144;56.583;65.692;80.167;66.728;61.301;65.016;56.368;49.066;50.596;4.0;VALOR
Q.FRESCO SIN SAL;;3.248;3.311;2.665;2.618;4.635;3.627;3.589;2.491;1.744;2.249;4.41;1.827;1.862;3.326;5.025;4.151;3.468;4.177;2.445;2.812;6.695;1.194;3.816;2.364;2.031;3.889;1.054;0.169;4.774;3.845;3.003;2.579;4.126;0.908;1.719;2.492;1.813;3.764;2.076;3.461;4.697;4.943;4.0;VALOR
Q.FRESCO BAJO SAL;;14.064;14.694;13.493;13.081;14.194;15.234;15.045;12.068;10.429;13.091;15.558;14.754;11.822;15.304;17.091;16.044;14.089;16.846;12.615;12.243;15.898;15.689;10.869;14.427;14.554;16.737;12.479;10.661;16.646;11.889;14.234;13.966;15.444;12.862;11.936;12.072;11.285;16.399;10.773;19.51;13.497;16.83;4.0;VALOR
Q.FRESCO CALCIO/VI;;10.557;13.55;10.316;11.757;9.34;7.421;5.817;35.714;21.998;11.609;9.358;16.299;18.935;6.246;5.475;5.846;4.188;6.634;13.841;20.253;7.592;11.348;12.154;10.39;11.99;12.491;12.276;8.197;11.229;11.569;11.345;10.037;8.257;6.088;7.916;35.714;17.505;8.237;9.197;6.351;4.217;5.283;4.0;VALOR
QUESO FUNDIDO;;77.601;81.037;76.651;78.216;76.701;74.77;74.678;88.023;87.408;78.401;76.684;80.182;81.06;79.599;72.031;75.966;64.902;76.335;82.572;89.173;75.136;75.504;80.922;80.262;83.172;77.852;77.032;61.245;85.159;80.675;77.277;75.542;75.838;64.881;73.305;88.019;88.21;86.809;83.757;79.034;63.374;70.82;3.0;VALOR
QUESO TIERNO;;59.646;64.485;63.093;60.06;58.975;52.766;57.951;63.388;67.974;61.915;56.996;65.276;61.78;62.161;54.266;58.301;49.79;60.235;64.814;66.169;63.79;64.829;56.009;57.925;45.353;66.487;53.318;62.749;58.22;59.525;60.404;58.68;59.98;53.015;62.057;63.386;68.176;64.969;65.093;60.984;52.249;53.568;3.0;VALOR
QUESO SEMICURADO;;93.625;97.007;94.216;93.618;92.532;90.605;93.236;94.973;95.413;94.626;92.429;94.717;94.361;94.73;91.973;93.35;89.497;94.697;95.615;95.714;94.518;94.642;94.342;92.904;90.405;92.338;91.097;97.893;92.477;93.066;93.648;93.768;94.35;89.825;95.491;94.966;96.087;96.857;95.801;94.712;89.638;91.711;3.0;VALOR
QUESO CURADO;;54.071;61.033;57.966;54.478;51.812;45.956;53.733;53.453;58.576;55.964;51.981;55.128;53.285;59.752;51.297;55.655;42.254;58.467;59.389;57.712;53.637;57.841;60.063;56.36;50.228;49.22;48.825;33.647;52.975;52.577;52.73;55.332;57.343;39.429;55.756;53.46;61.346;63.23;55.668;61.277;47.038;49.591;3.0;VALOR
QUESO DE BOLA;;27.654;34.978;28.818;28.021;26.933;20.28;24.539;42.901;37.521;28.603;26.674;31.572;32.838;28.24;22.038;25.118;17.657;26.17;31.619;38.492;27.959;34.781;28.233;24.993;23.625;33.41;20.381;22.613;30.798;27.034;27.907;26.782;27.965;17.628;27.099;42.905;38.264;31.43;28.679;28.719;19.745;21.538;3.0;VALOR
Q.EMMENTAL+GRUYERE;;24.331;31.078;27.184;23.731;22.567;18.014;23.727;25.473;27.763;26.479;21.873;26.107;25.306;26.483;21.318;23.933;19.617;25.776;24.662;27.944;33.838;26.898;19.381;23.397;13.989;19.7;19.96;23.471;25.222;21.881;23.385;23.503;29.869;21.77;26.654;25.475;28.449;27.535;25.114;26.527;20.082;21.328;3.0;VALOR
QUESO TIPO AZUL;;34.106;38.472;38.62;35.614;31.242;27.365;34.725;31.508;32.849;35.361;32.73;33.024;32.329;38.941;32.147;35.619;28.418;37.453;34.772;36.526;38.814;33.658;35.927;34.433;28.929;29.93;32.233;22.58;31.732;30.931;34.277;34.284;37.22;27.72;37.338;31.511;36.608;38.959;35.548;41.939;29.094;31.096;3.0;VALOR
OTROS TIPOS QUESO;;90.44;94.833;92.187;91.072;89.682;84.701;88.784;95.646;96.427;92.528;87.912;95.325;93.466;91.033;85.43;88.249;83.886;90.585;93.235;95.812;92.994;91.539;91.456;89.747;87.19;87.849;85.538;92.055;88.576;89.097;91.602;90.022;90.146;89.979;93.769;95.639;96.366;95.15;93.866;91.35;81.411;84.646;3.0;VALOR
QUESO LECHE CABRA;;63.549;71.192;65.947;63.016;61.252;56.866;63.276;64.91;65.452;64.762;62.153;63.359;63.737;66.117;62.32;64.237;54.894;66.803;67.981;65.92;69.27;69.008;64.41;58.934;57.076;52.087;56.734;77.587;67.67;61.386;63.647;63.074;64.713;55.387;66.399;64.912;67.804;70.896;64.429;68.234;54.605;61.172;3.0;VALOR
QUESO LECHE OVEJA;;63.523;69.061;68.721;65.183;58.619;56.138;63.92;61.731;65.644;65.155;61.842;61.179;62.682;69.354;61.81;65.7;55.754;67.56;67.339;64.712;65.33;61.535;69.238;67.369;60.955;52.37;63.203;45.773;66.273;61.024;63.294;60.905;69.168;53.796;65.27;61.74;68.574;72.293;60.129;72.063;60.645;60.85;3.0;VALOR
QUESO LECHE VACA;;71.633;76.645;73.034;73.589;70.103;64.472;70.835;73.495;76.117;72.835;70.279;75.309;71.67;74.75;69.113;72.039;62.51;74.635;75.569;75.029;74.078;75.563;68.856;68.515;62.867;88.348;62.447;73.824;72.7;69.786;71.975;71.732;72.125;60.561;72.274;73.495;76.597;78.967;74.598;77.21;64.78;67.404;3.0;VALOR
QUESO LECHE OTROS;;98.798;99.666;98.962;98.981;98.876;97.485;98.49;99.712;99.759;99.095;98.428;99.32;99.205;99.213;97.817;98.535;96.94;99.167;99.483;99.794;98.479;99.315;99.231;99.115;99.256;97.584;98.06;98.32;98.9;98.927;98.905;98.342;99.045;97.749;99.082;99.705;99.77;99.796;99.487;99.424;97.471;97.573;3.0;VALOR
QUESO SIN LACTOSA;;22.123;26.651;24.346;21.859;20.595;17.739;21.959;23.729;22.373;23.353;20.704;26.882;23.255;21.526;20.714;21.062;17.879;23.891;24.373;23.178;24.236;20.754;22.703;22.906;18.853;21.95;16.514;26.064;18.858;20.382;22.27;22.671;23.747;22.107;26.73;23.73;21.595;26.104;23.663;24.891;17.666;19.448;3.0;VALOR
HELADOS Y TARTAS;;86.225;88.902;85.103;86.999;84.455;84.646;84.419;91.319;93.589;86.291;86.191;88.252;88.04;86.889;84.067;85.503;77.876;86.94;88.356;93.016;86.193;86.674;88.76;87.58;86.029;81.744;82.153;85.269;84.742;84.904;86.899;85.503;87.517;76.852;87.584;91.313;93.117;91.192;90.058;87.215;77.887;82.315;2.0;VALOR
HELADOS;;83.585;86.444;82.529;84.34;82.048;81.67;81.577;89.172;91.952;84.045;83.081;86.399;85.719;84.544;80.597;82.611;74.719;84.178;85.833;91.069;83.261;84.31;86.86;85.094;81.916;78.924;78.201;84.275;78.984;82.628;84.462;83.083;84.88;74.333;85.698;89.167;91.665;88.916;88.246;84.195;74.827;78.584;3.0;VALOR
TARTAS;;43.054;47.372;43.006;43.145;44.676;38.211;40.272;52.357;55.798;43.289;43.087;47.572;47.434;43.463;39.709;41.624;28.47;42.45;48.981;55.681;43.604;47.112;41.4;44.418;44.854;36.298;42.731;39.444;50.621;43.55;44.997;38.9;41.223;28.711;40.508;52.367;55.24;54.456;48.455;40.629;29.281;38.888;3.0;VALOR
NATA;;74.892;80.66;76.149;75.988;73.243;68.209;71.729;85.271;86.643;77.838;71.409;84.764;79.532;77.526;65.366;71.598;61.808;74.051;80.01;86.548;78.276;72.219;77.275;75.788;75.394;73.829;66.967;69.3;78.828;78.741;76.366;71.553;71.242;67.019;77.154;85.269;87.174;83.494;82.534;76.93;61.588;64.227;2.0;VALOR
NATILLAS;;46.366;50.757;48.266;47.964;43.969;40.744;41.286;63.916;64.458;49.067;43.23;52.172;54.873;46.127;37.066;41.708;33.186;40.229;53.097;63.233;42.096;46.619;53.895;47.4;43.072;42.276;41.181;53.37;48.377;46.717;48.004;44.803;43.707;36.437;43.4;63.915;63.426;52.543;53.098;43.278;33.314;35.54;2.0;VALOR
FLANES PREPARADOS;;50.655;50.743;48.954;53.485;48.426;50.154;48.964;53.923;59.524;50.415;51.005;45.244;53.201;53.319;48.054;50.738;41.066;48.31;55.183;60.568;58.19;54.588;54.631;46.51;45.516;45.891;41.016;38.127;51.722;51.717;51.874;48.537;49.599;33.878;46.386;53.923;60.648;60.754;57.298;51.437;43.758;45.969;2.0;VALOR
CUAJADAS;;15.145;14.59;16.778;15.742;15.1;14.061;15.324;12.903;16.119;14.479;15.995;8.632;14.46;16.128;17.226;16.65;13.916;15.393;15.003;16.444;13.76;12.061;10.94;17.429;26.787;8.765;29.903;7.047;18.167;15.427;12.985;16.807;16.734;10.572;10.578;12.903;16.816;16.668;14.949;15.247;13.569;17.953;2.0;VALOR
CREMA DE CHOCOLATE;;26.83;31.353;30.232;27.664;24.323;21.045;22.638;39.049;44.317;30.446;22.656;30.368;36.233;26.157;17.783;22.068;16.006;23.531;31.029;39.899;22.217;25.525;30.388;27.909;26.692;31.245;26.471;27.908;27.685;30.304;27.195;27.287;21.879;19.0;31.016;39.05;41.234;31.751;32.716;23.442;17.968;16.787;2.0;VALOR
