Alimentos;;T.ESPAÑA;TIENDA TRADICIONAL;ECONOMATO/COOPERATIVA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;TIENDA CONGELADOS;HERBORISTERIAS;VENTA A DOMICILIO;FARMACIAS;PESCADERIAS;CARNICERIA/CHARCUT;MERCADILLOS/AMBULANTES;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;RESTO CANALES;E-COMMERCE;Nivel;Hoja
ACEITUNA ENV.S/HUESO;;51.717;0.712;0.123;12.242;44.86;36.684;16.327;0.013;0.03;0.036;0.0;0.009;0.098;0.0;0.069;0.0;0.017;0.018;0.231;0.0;0.0;1.418;1.955;2.0;VALOR
ACEITUNA ENV.RELLENA;;64.824;1.361;0.335;15.252;58.665;48.181;23.628;0.194;0.022;0.055;0.0;0.027;0.088;0.078;0.16;0.0;0.023;0.102;0.41;0.0;0.008;2.444;2.639;2.0;VALOR
RESTO ACEITUNAS;;23.988;12.443;0.609;2.082;7.895;6.279;2.077;0.21;0.131;0.174;0.0;0.22;1.211;4.795;5.342;0.012;0.115;0.2;5.776;0.711;0.32;2.641;0.635;2.0;VALOR
TOTAL VINOS;;81.951;8.333;1.538;29.923;73.496;66.462;32.626;0.229;0.284;0.503;0.008;0.035;0.923;0.262;0.586;0.03;0.378;4.929;0.891;0.221;0.754;10.885;4.462;1.0;VALOR
MENOS 75 CL;;13.288;0.398;0.017;2.696;10.845;10.154;1.136;0.0;0.0;0.014;0.0;0.0;0.039;0.034;0.0;0.011;0.0;0.341;0.028;0.007;0.0;0.311;0.467;2.0;VALOR
75 CL;;69.638;5.665;0.759;25.669;60.443;53.55;26.681;0.223;0.184;0.447;0.008;0.035;0.706;0.053;0.402;0.01;0.295;3.132;0.472;0.056;0.494;9.143;3.373;2.0;VALOR
1 LITRO;;39.008;1.906;0.514;7.462;34.086;28.769;11.032;0.034;0.11;0.048;0.0;0.0;0.121;0.024;0.219;0.014;0.069;0.937;0.196;0.0;0.022;1.693;1.249;2.0;VALOR
BOTELLA;;6.728;0.593;0.105;0.943;5.24;4.379;1.132;0.0;0.065;0.069;0.0;0.0;0.021;0.024;0.049;0.0;0.0;0.337;0.141;0.0;0.0;0.474;0.124;3.0;VALOR
CARTON;;34.437;0.671;0.408;6.681;30.832;26.044;10.203;0.034;0.049;0.017;0.0;0.0;0.089;0.0;0.138;0.014;0.03;0.012;0.065;0.0;0.0;1.122;1.13;3.0;VALOR
OTROS 1 LITRO;;1.159;0.71;0.046;0.048;0.096;0.074;0.022;0.0;0.0;0.0;0.0;0.0;0.008;0.0;0.0;0.0;0.056;0.68;0.0;0.0;0.022;0.383;0.0;3.0;VALOR
MAYOR 1 LITRO;;10.234;2.829;0.653;1.495;6.07;5.12;1.537;0.009;0.016;0.058;0.0;0.014;0.099;0.15;0.127;0.0;0.028;2.215;0.369;0.235;0.42;1.642;0.298;2.0;VALOR
BOTELLA;;6.457;1.067;0.281;0.812;4.195;3.469;1.13;0.0;0.0;0.058;0.0;0.0;0.0;0.15;0.029;0.0;0.019;0.715;0.172;0.196;0.221;1.177;0.22;3.0;VALOR
CARTON;;0.257;0.0;0.0;0.0;0.257;0.257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;VALOR
BAG IN BOX;;1.348;0.173;0.057;0.509;0.614;0.517;0.11;0.009;0.016;0.0;0.0;0.0;0.011;0.0;0.016;0.0;0.026;0.094;0.045;0.019;0.0;0.154;0.019;3.0;VALOR
OTS.MAYOR LITRO;;4.467;2.027;0.372;0.452;2.239;1.916;0.461;0.0;0.0;0.0;0.0;0.014;0.091;0.0;0.086;0.0;0.0;1.643;0.409;0.019;0.237;0.602;0.095;3.0;VALOR
T.VINOS CON DOP+IGP;;68.039;6.198;0.914;25.515;58.297;51.185;25.537;0.143;0.199;0.379;0.0;0.035;0.567;0.053;0.413;0.011;0.247;3.9;0.566;0.042;0.583;9.157;3.212;2.0;VALOR
VINOS CON DOP;;66.325;4.371;0.714;24.49;57.06;49.781;24.703;0.143;0.186;0.368;0.0;0.035;0.473;0.053;0.152;0.0;0.132;2.686;0.243;0.042;0.35;8.333;3.052;3.0;VALOR
VINOS TRANQUILOS;;54.611;3.168;0.533;19.401;46.032;39.231;19.779;0.092;0.141;0.224;0.0;0.0;0.333;0.053;0.075;0.0;0.097;2.059;0.177;0.028;0.304;6.289;2.321;4.0;VALOR
TRANQUILO NACIONA;;53.529;3.088;0.527;19.341;44.84;38.005;19.479;0.092;0.141;0.224;0.0;0.0;0.333;0.053;0.075;0.0;0.097;1.976;0.177;0.028;0.304;6.199;2.314;5.0;VALOR
TRANQUILO EXTRANJ;;5.652;0.101;0.041;0.51;5.146;3.991;1.449;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.101;0.0;0.0;0.0;0.202;0.061;5.0;VALOR
TRANQUILO TINTO;;41.899;2.578;0.402;13.897;33.798;27.547;14.441;0.031;0.135;0.229;0.0;0.0;0.317;0.0;0.075;0.0;0.04;1.743;0.102;0.028;0.212;5.099;1.605;5.0;VALOR
TRANQUILO BLANCO;;34.434;1.143;0.257;10.874;27.569;22.757;10.072;0.087;0.017;0.08;0.0;0.0;0.018;0.053;0.0;0.0;0.057;0.708;0.168;0.0;0.128;3.745;1.291;5.0;VALOR
TRANQUILO ROSADO;;7.574;0.215;0.016;1.801;5.963;4.941;1.707;0.015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.182;0.0;0.0;0.021;0.429;0.246;5.0;VALOR
ESPUM(IN.CAVA)+GAS;;32.538;1.469;0.17;9.636;23.504;19.884;6.793;0.065;0.049;0.234;0.0;0.035;0.092;0.0;0.086;0.0;0.099;0.949;0.055;0.017;0.203;4.389;1.066;4.0;VALOR
ESPUMOSOS(IN.CAVA;;32.441;1.443;0.17;9.594;23.426;19.808;6.793;0.065;0.049;0.234;0.0;0.035;0.092;0.0;0.086;0.0;0.099;0.924;0.055;0.017;0.203;4.371;1.052;5.0;VALOR
GASIFICADOS;;0.588;0.025;0.0;0.193;0.287;0.287;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0.0;0.0;0.047;0.043;5.0;VALOR
VINOS DE AGUJA;;3.181;0.063;0.003;0.654;2.436;1.306;1.193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.025;0.037;0.0;0.0;0.0;0.157;0.041;4.0;VALOR
VINOS LICOROSOS;;17.515;0.57;0.179;4.162;13.663;11.752;3.084;0.002;0.0;0.03;0.0;0.0;0.127;0.0;0.0;0.0;0.011;0.282;0.028;0.0;0.0;1.288;0.427;4.0;VALOR
VINOS CON I.G.P.;;15.866;2.949;0.312;3.433;9.709;6.882;3.669;0.0;0.039;0.025;0.0;0.0;0.208;0.0;0.256;0.011;0.181;2.105;0.561;0.0;0.358;3.074;0.432;3.0;VALOR
OTROS VINOS DOP/IGP;;2.547;0.058;0.0;0.504;2.078;1.4;0.751;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.058;0.0;0.0;0.0;0.054;0.091;3.0;VALOR
V.DESALCOHOL.DOP/I;;0.748;0.058;0.0;0.223;0.498;0.369;0.105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.058;0.0;0.0;0.0;0.024;0.031;4.0;VALOR
T.VINOS SIN DOP/IGP;;59.086;4.257;1.038;12.771;51.397;44.843;16.858;0.114;0.119;0.341;0.008;0.014;0.481;0.209;0.348;0.024;0.223;2.326;0.504;0.269;0.482;4.316;2.188;2.0;VALOR
NACIONAL;;56.774;2.796;0.756;12.511;49.579;43.113;15.91;0.114;0.119;0.328;0.008;0.0;0.357;0.209;0.267;0.024;0.177;1.106;0.413;0.226;0.455;3.727;2.122;3.0;VALOR
EXTRANJERO;;6.095;0.04;0.084;0.408;5.454;4.165;1.758;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.0;0.0;0.0;0.026;0.0;0.0;0.0;0.268;0.081;3.0;VALOR
OTROS VINOS;;2.441;1.671;0.306;0.015;0.29;0.256;0.042;0.0;0.0;0.014;0.0;0.014;0.101;0.0;0.086;0.0;0.056;1.408;0.173;0.043;0.022;0.432;0.028;3.0;VALOR
TINTO;;23.484;2.496;0.707;3.843;18.7;16.098;5.12;0.009;0.0;0.137;0.0;0.014;0.281;0.11;0.234;0.0;0.107;1.792;0.257;0.239;0.159;2.08;0.64;3.0;VALOR
BLANCO;;50.099;2.458;0.577;10.177;43.164;36.771;13.103;0.137;0.119;0.225;0.008;0.0;0.204;0.099;0.175;0.024;0.16;1.033;0.249;0.028;0.271;2.84;1.613;3.0;VALOR
ROSADO;;8.451;0.498;0.245;1.014;7.019;5.671;2.114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011;0.0;0.019;0.361;0.097;0.0;0.099;0.335;0.182;3.0;VALOR
OT.VINOS SIN DOP/IG;;1.277;0.016;0.016;0.406;0.925;0.925;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016;0.0;0.0;0.0;0.0;0.036;3.0;VALOR
V.DESALCOH.SIN D/I;;1.277;0.016;0.016;0.406;0.925;0.925;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016;0.0;0.0;0.0;0.0;0.036;4.0;VALOR
BEBIDAS DERIVADAS VI;;38.976;1.807;0.271;10.078;33.113;26.268;13.507;0.079;0.012;0.126;0.014;0.0;0.091;0.04;0.035;0.0;0.0;1.066;0.133;0.0;0.067;2.44;1.364;1.0;VALOR
VERMOUT;;18.72;1.481;0.17;4.684;14.461;10.915;5.555;0.039;0.012;0.086;0.014;0.0;0.066;0.04;0.035;0.0;0.0;1.068;0.125;0.0;0.056;1.583;0.46;2.0;VALOR
SANGRIA;;3.339;0.064;0.0;0.623;2.911;2.216;1.034;0.039;0.0;0.0;0.0;0.0;0.012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.072;0.059;2.0;VALOR
TINTO DE VERANO;;17.346;0.199;0.138;3.765;14.759;10.833;5.806;0.0;0.0;0.032;0.0;0.0;0.016;0.0;0.0;0.0;0.0;0.011;0.0;0.0;0.009;0.569;0.663;2.0;VALOR
BEB.DERI.SIN ALCOHOL;;13.055;0.141;0.043;2.637;11.425;8.754;4.225;0.0;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009;0.0;0.0;0.516;0.321;2.0;VALOR
CERVEZAS;;84.465;3.774;0.853;35.58;76.937;69.415;36.445;0.139;0.265;0.265;0.013;0.008;0.326;0.105;0.16;0.024;0.294;1.155;0.556;0.031;0.063;8.378;5.835;1.0;VALOR
CERVEZA CON ALCOHOL;;78.592;3.446;0.825;31.691;70.631;63.117;32.815;0.112;0.245;0.267;0.013;0.0;0.28;0.105;0.146;0.024;0.289;1.135;0.493;0.031;0.044;7.616;5.034;2.0;VALOR
CERVEZA SIN ALCOHOL;;45.005;0.669;0.268;14.72;37.616;31.818;12.858;0.024;0.043;0.026;0.0;0.008;0.049;0.0;0.014;0.0;0.005;0.15;0.118;0.0;0.021;1.978;2.135;2.0;VALOR
CERVEZA ARTESANALES;;1.936;0.043;0.0;0.471;1.532;0.492;1.108;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.043;0.0;0.0;0.0;0.006;0.069;2.0;VALOR
SIDRAS;;23.855;0.493;0.167;6.844;18.575;15.415;5.145;0.0;0.041;0.034;0.0;0.0;0.016;0.0;0.009;0.0;0.054;0.268;0.037;0.017;0.066;1.261;0.66;1.0;VALOR
SIDRAS SIN ALCOHOL;;2.499;0.019;0.0;0.855;1.793;1.777;0.026;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.079;0.16;2.0;VALOR
T.BEBIDAS ESPIRITUOSA;;41.503;2.035;0.508;13.456;32.311;27.562;9.977;0.0;0.053;0.064;0.0;0.0;0.085;0.115;0.15;0.0;0.052;1.332;0.085;0.0;0.026;4.43;1.35;1.0;VALOR
BRANDY;;9.754;0.428;0.101;2.64;7.206;5.758;1.937;0.0;0.0;0.008;0.0;0.0;0.013;0.027;0.0;0.0;0.0;0.327;0.073;0.0;0.0;0.389;0.236;2.0;VALOR
WHISKY;;8.944;0.587;0.12;3.093;5.578;4.799;1.506;0.0;0.013;0.019;0.0;0.0;0.04;0.0;0.032;0.0;0.011;0.395;0.0;0.0;0.0;1.203;0.284;2.0;VALOR
GINEBRA;;11.186;0.138;0.08;3.921;7.26;6.275;1.677;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.098;0.0;0.0;0.012;1.378;0.304;2.0;VALOR
RON;;8.507;0.127;0.132;2.459;6.02;5.023;1.437;0.0;0.0;0.009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.109;0.0;0.0;0.0;1.185;0.281;2.0;VALOR
ANIS;;7.077;0.342;0.163;1.628;5.25;4.32;1.204;0.0;0.008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016;0.222;0.0;0.0;0.0;0.465;0.078;2.0;VALOR
OTR.BEB.ESPIRITUOSAS;;23.871;1.205;0.222;6.457;17.77;14.175;5.618;0.0;0.048;0.039;0.0;0.0;0.028;0.087;0.118;0.0;0.026;0.797;0.012;0.0;0.013;2.19;0.628;2.0;VALOR
COMBINADS&DERIVADOS;;9.86;0.067;0.083;4.006;6.102;5.245;1.236;0.0;0.018;0.0;0.0;0.0;0.0;0.0;0.023;0.0;0.013;0.013;0.0;0.0;0.0;0.808;0.182;1.0;VALOR
COMB&DERIV.SIN ALC;;4.118;0.037;0.012;1.208;2.891;2.429;0.702;0.0;0.018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013;0.0;0.0;0.0;0.432;0.055;2.0;VALOR
VINAGRE;;72.86;1.938;0.3;19.12;63.189;54.137;19.504;0.0;0.328;0.0;0.0;0.04;0.193;0.0;0.127;0.0;0.112;0.183;0.492;0.111;0.064;2.845;2.704;1.0;VALOR
VINAGRE DE VINO;;48.032;1.106;0.164;10.281;40.688;34.947;10.19;0.0;0.02;0.0;0.0;0.04;0.027;0.0;0.127;0.0;0.034;0.183;0.233;0.111;0.044;1.59;1.301;2.0;VALOR
VINAGRE BALSAMICO;;28.713;0.377;0.078;6.189;23.912;19.005;7.096;0.0;0.008;0.0;0.0;0.0;0.033;0.0;0.0;0.0;0.078;0.0;0.185;0.0;0.0;0.717;1.027;2.0;VALOR
OTROS VINAGRES;;31.553;0.716;0.145;7.411;25.703;20.547;7.191;0.0;0.334;0.0;0.0;0.0;0.132;0.0;0.0;0.0;0.0;0.0;0.147;0.0;0.019;0.957;0.919;2.0;VALOR
TOTAL ZUMO Y NECTAR;;73.599;1.881;0.455;23.512;68.456;60.679;32.041;0.104;0.307;0.143;0.017;0.014;0.225;0.029;0.036;0.031;0.238;0.237;0.246;0.006;0.022;3.465;3.422;1.0;VALOR
ZUMO FRUTA REFRI/EXP;;35.426;0.47;0.029;7.684;32.079;24.706;14.913;0.0;0.09;0.041;0.006;0.0;0.053;0.0;0.0;0.016;0.08;0.145;0.095;0.006;0.0;0.606;1.314;2.0;VALOR
ZUMO CONCENTRADO;;31.329;0.375;0.106;7.229;26.899;21.522;10.751;0.0;0.087;0.035;0.007;0.014;0.023;0.029;0.02;0.014;0.024;0.026;0.052;0.0;0.0;0.842;1.25;2.0;VALOR
Z.C.NARANJA Y MEZCL;;6.366;0.065;0.037;1.972;4.594;3.741;0.977;0.0;0.041;0.0;0.0;0.014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.157;0.304;3.0;VALOR
Z.C.MELOCOTON Y MEZ;;10.955;0.075;0.017;1.839;9.56;6.516;4.169;0.0;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.014;0.0;0.0;0.0;0.0;0.0;0.248;0.32;3.0;VALOR
Z.C.PIÑA Y MEZCLAS;;11.013;0.089;0.005;1.403;9.814;9.301;0.789;0.0;0.0;0.0;0.0;0.0;0.019;0.029;0.02;0.0;0.0;0.026;0.0;0.0;0.0;0.187;0.355;3.0;VALOR
Z.C. OTROS;;19.299;0.231;0.058;4.311;16.122;11.029;7.685;0.0;0.088;0.035;0.007;0.0;0.0;0.0;0.0;0.0;0.024;0.0;0.052;0.0;0.0;0.534;0.656;3.0;VALOR
NECTARES;;46.284;0.839;0.176;12.59;41.145;36.41;13.485;0.023;0.063;0.063;0.018;0.0;0.1;0.0;0.021;0.0;0.141;0.038;0.094;0.0;0.022;1.936;1.505;2.0;VALOR
NEC.LIGHT O S.AZUC.;;39.633;0.569;0.122;9.271;35.204;30.895;10.514;0.013;0.056;0.059;0.015;0.0;0.094;0.0;0.02;0.0;0.012;0.0;0.043;0.0;0.013;1.351;1.225;3.0;VALOR
ZUMOS DE HORTALIZAS;;4.161;0.007;0.005;0.791;3.563;3.2;0.65;0.0;0.0;0.0;0.007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.158;0.062;2.0;VALOR
ZUMO Y NECTAR RESTO;;29.322;0.729;0.204;7.397;25.389;19.85;10.02;0.083;0.172;0.0;0.0;0.0;0.115;0.0;0.0;0.0;0.05;0.044;0.106;0.0;0.0;0.831;0.868;2.0;VALOR
HORCHATAS;;26.034;0.573;0.146;6.465;22.739;17.455;9.458;0.083;0.172;0.0;0.0;0.0;0.115;0.0;0.0;0.0;0.0;0.013;0.084;0.0;0.0;0.604;0.787;3.0;VALOR
ZUMOS ENRIQUECIDOS;;47.352;0.394;0.103;10.445;43.086;37.33;14.614;0.013;0.021;0.047;0.0;0.0;0.0;0.029;0.022;0.0;0.024;0.038;0.068;0.0;0.0;0.866;1.505;2.0;VALOR
Z.E.CON CALCIO;;0.111;0.0;0.0;0.029;0.037;0.037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042;3.0;VALOR
Z.E.CON VITAMINAS;;46.649;0.384;0.095;10.246;42.396;36.858;14.14;0.013;0.021;0.047;0.0;0.0;0.0;0.029;0.022;0.0;0.024;0.038;0.068;0.0;0.0;0.866;1.472;3.0;VALOR
Z.E.CON CAL.Y VIT.;;0.034;0.0;0.0;0.018;0.018;0.018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;VALOR
Z.E.CON OTROS;;2.626;0.01;0.007;0.555;2.024;1.309;0.868;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.099;3.0;VALOR
TOTAL PATATAS;;98.859;48.162;2.528;46.094;95.193;90.637;56.433;2.608;0.396;1.661;0.0;0.225;2.141;9.43;8.201;0.055;0.901;0.319;40.298;4.554;3.038;16.175;8.084;1.0;VALOR
PATATAS FRESCAS;;95.531;46.324;2.091;29.122;83.683;75.2;39.083;0.359;0.329;0.713;0.0;0.147;1.321;9.364;7.988;0.027;0.379;0.079;40.276;4.522;2.888;10.778;5.125;2.0;VALOR
PATATAS CONGELADAS;;37.116;2.113;0.064;7.653;33.886;29.378;12.495;1.901;0.012;0.506;0.0;0.05;0.063;0.0;0.0;0.0;0.0;0.0;0.049;0.008;0.0;0.892;1.564;2.0;VALOR
PATATAS PROCESADAS;;88.793;5.772;0.749;36.285;83.755;76.455;42.902;0.556;0.144;0.807;0.0;0.028;0.944;0.139;0.77;0.028;0.663;0.253;1.15;0.042;0.299;8.064;5.059;2.0;VALOR
PATATAS FRITAS;;87.334;5.749;0.703;34.56;82.249;74.738;41.671;0.556;0.144;0.807;0.0;0.028;0.944;0.139;0.77;0.028;0.647;0.253;1.15;0.042;0.299;7.867;4.795;3.0;VALOR
T.HORTALIZAS FRESCAS;;99.796;61.577;2.699;57.674;98.632;96.792;72.036;1.219;1.209;1.557;0.017;0.781;4.032;15.811;15.318;0.152;1.512;0.397;53.947;9.382;4.367;21.426;11.619;1.0;VALOR
TOMATES;;97.247;51.827;1.474;37.861;91.311;85.137;52.626;0.28;0.68;0.715;0.0;0.303;1.544;11.82;11.195;0.027;0.573;0.218;45.559;7.278;2.347;12.138;6.533;2.0;VALOR
CEBOLLAS;;95.287;44.352;1.24;30.463;84.189;75.904;41.414;0.311;0.295;0.425;0.0;0.113;1.206;9.122;8.357;0.068;0.624;0.0;38.146;5.473;1.963;7.79;5.176;2.0;VALOR
AJOS;;83.436;31.736;0.787;17.66;63.875;52.599;24.64;0.122;0.159;0.25;0.0;0.06;0.784;7.415;5.164;0.0;0.196;0.018;27.102;2.407;0.976;4.673;2.577;2.0;VALOR
COLES;;55.926;19.632;0.369;8.335;38.964;33.269;10.865;0.106;0.08;0.149;0.0;0.0;0.11;4.665;3.134;0.0;0.138;0.0;16.484;3.094;1.157;2.835;1.203;2.0;VALOR
PEPINOS;;75.695;30.063;0.698;16.936;62.13;54.24;25.032;0.088;0.093;0.196;0.014;0.129;0.403;7.21;5.699;0.096;0.065;0.046;25.207;4.282;1.142;3.765;2.846;2.0;VALOR
JUDIAS VERDES;;57.944;27.054;0.661;8.479;35.345;31.053;9.658;0.259;0.191;0.189;0.009;0.145;0.362;6.275;5.714;0.0;0.273;0.037;22.421;4.646;1.093;3.357;1.64;2.0;VALOR
PIMIENTOS;;92.096;43.858;1.189;28.648;81.324;72.98;40.408;0.43;0.297;0.536;0.0;0.202;1.043;9.196;8.363;0.0;0.279;0.026;37.682;6.16;2.185;7.644;4.174;2.0;VALOR
CHAMPIÑONES+O.SETAS;;81.359;25.293;0.388;17.063;72.314;62.581;33.024;0.086;0.12;0.049;0.0;0.18;0.244;4.258;5.208;0.027;0.067;0.012;20.899;0.785;0.273;2.804;3.255;2.0;VALOR
LECHUGA/ESC./ENDIVIA;;94.254;34.016;0.971;32.83;87.549;81.066;45.405;0.207;0.193;0.458;0.014;0.242;0.467;6.306;6.383;0.016;0.213;0.034;28.257;5.713;1.668;6.068;5.152;2.0;VALOR
ESPARRAGOS;;38.796;13.859;0.04;6.608;25.339;20.776;8.465;0.057;0.076;0.091;0.0;0.015;0.177;3.164;2.813;0.0;0.034;0.0;10.984;1.485;0.292;1.363;0.974;2.0;VALOR
VERDURAS DE HOJA;;65.818;22.617;0.488;12.696;50.045;42.942;19.537;0.089;0.184;0.149;0.0;0.061;0.369;4.959;4.706;0.037;0.06;0.002;18.267;4.591;0.773;3.558;2.481;2.0;VALOR
ACELGA;;41.343;18.155;0.242;5.178;20.421;18.262;3.845;0.0;0.168;0.079;0.0;0.061;0.136;4.157;3.688;0.0;0.017;0.002;14.74;4.125;0.612;2.753;1.21;3.0;VALOR
BERENJENAS;;71.756;28.695;0.903;13.123;54.194;44.658;22.047;0.089;0.108;0.257;0.0;0.153;0.192;6.227;5.391;0.068;0.05;0.0;24.275;4.429;0.924;3.947;2.568;2.0;VALOR
ZANAHORIAS;;92.172;34.931;0.726;26.968;81.919;73.064;37.788;0.189;0.265;0.214;0.009;0.098;0.545;6.122;5.814;0.027;0.102;0.022;29.916;1.838;0.582;3.609;4.375;2.0;VALOR
CALABACINES;;86.459;37.037;0.926;21.802;72.684;63.186;33.689;0.088;0.296;0.233;0.009;0.13;0.395;7.81;6.736;0.068;0.178;0.0;31.714;6.084;1.28;5.048;4.005;2.0;VALOR
OTR.HORTALIZAS/VERD.;;96.92;46.765;1.319;36.906;90.551;84.56;48.805;0.59;0.684;0.699;0.024;0.548;1.598;9.975;9.809;0.0;0.568;0.131;40.183;6.284;2.273;9.894;6.367;2.0;VALOR
BROCOLI;;56.941;17.323;0.301;10.079;43.655;36.493;15.957;0.134;0.132;0.142;0.0;0.021;0.261;3.154;3.66;0.0;0.232;0.002;13.91;2.239;0.469;1.491;1.64;3.0;VALOR
ALCACHOFAS;;45.126;21.671;0.244;5.644;25.336;22.722;5.435;0.0;0.139;0.084;0.015;0.137;0.147;5.324;4.788;0.0;0.162;0.0;17.626;1.215;0.88;2.349;1.072;3.0;VALOR
APIO;;39.78;13.088;0.18;4.11;27.81;23.046;8.054;0.036;0.026;0.07;0.0;0.012;0.084;2.405;2.296;0.0;0.024;0.022;10.628;0.781;0.362;0.826;1.22;3.0;VALOR
COLIFLOR;;54.549;20.832;0.291;7.593;38.078;31.536;11.79;0.067;0.109;0.128;0.014;0.08;0.139;4.109;3.509;0.0;0.097;0.002;17.786;2.069;0.605;2.198;1.451;3.0;VALOR
PUERRO;;71.039;27.18;0.669;12.734;54.149;46.138;18.927;0.031;0.256;0.25;0.0;0.129;0.275;4.33;4.492;0.0;0.117;0.058;23.416;2.425;0.728;3.243;2.606;3.0;VALOR
CALABAZA;;58.157;16.13;0.309;9.196;43.561;36.258;14.698;0.063;0.056;0.225;0.0;0.0;0.086;2.747;2.353;0.0;0.107;0.0;13.585;3.642;0.918;1.901;1.89;3.0;VALOR
CANONIGOS;;22.95;0.315;0.0;4.528;21.371;16.118;9.929;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0.048;0.0;0.235;0.0;0.0;0.099;0.809;3.0;VALOR
RABANOS/RABANITOS;;20.005;7.509;0.061;2.752;11.426;8.854;3.998;0.0;0.156;0.021;0.0;0.007;0.101;1.075;1.623;0.0;0.014;0.046;5.883;0.325;0.462;0.801;0.482;3.0;VALOR
VERD./HORT. IV GAMA;;92.306;25.537;0.596;31.439;86.754;80.528;44.432;0.303;0.137;0.388;0.014;0.257;0.365;3.955;4.29;0.057;0.129;0.04;21.295;2.509;0.534;5.067;5.201;2.0;VALOR
T.FRUTAS FRESCAS;;99.695;63.627;2.852;56.531;98.219;95.865;72.334;0.98;1.249;1.574;0.056;0.869;3.317;16.88;14.81;0.065;1.691;0.505;56.922;8.948;4.388;27.453;11.43;1.0;VALOR
NARANJAS;;84.34;42.294;0.832;20.613;66.418;57.963;27.144;0.252;0.132;0.479;0.0;0.248;0.6;9.013;7.108;0.016;0.384;0.05;37.05;4.122;2.269;6.87;3.814;2.0;VALOR
NARANJA NAVEL;;58.372;22.572;0.273;11.25;40.91;32.375;15.755;0.091;0.049;0.117;0.0;0.137;0.4;3.582;3.352;0.016;0.044;0.0;19.184;1.944;0.923;2.468;1.677;3.0;VALOR
NARANJA SALUSTIANA;;14.257;4.829;0.045;3.298;5.914;5.047;0.998;0.0;0.0;0.136;0.0;0.0;0.042;0.67;0.724;0.0;0.0;0.029;4.026;0.216;0.076;0.598;0.348;3.0;VALOR
NARANJA VALENCIA LA;;33.907;13.937;0.253;4.175;17.288;14.095;4.379;0.038;0.081;0.185;0.0;0.016;0.053;3.234;2.361;0.0;0.082;0.012;11.794;0.583;0.191;1.748;0.548;3.0;VALOR
MANDARINAS;;85.948;41.73;0.867;22.532;70.067;61.071;28.808;0.107;0.298;0.372;0.026;0.31;0.625;7.953;6.457;0.027;0.482;0.055;36.876;2.393;1.262;5.327;3.523;2.0;VALOR
LIMONES;;79.963;30.725;0.672;17.481;64.124;54.873;26.098;0.084;0.146;0.169;0.0;0.136;0.411;5.624;4.424;0.0;0.264;0.0;26.607;3.78;0.758;3.884;2.713;2.0;VALOR
PLATANOS;;96.757;49.385;1.2;36.614;91.452;84.868;58.177;0.167;0.488;0.598;0.042;0.331;1.117;10.209;9.205;0.027;0.491;0.124;43.683;0.578;0.831;10.516;6.5;2.0;VALOR
