Alimentos;;T.ESPAÑA;TIENDA TRADICIONAL;ECONOMATO/COOPERATIVA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;TIENDA CONGELADOS;HERBORISTERIAS;VENTA A DOMICILIO;FARMACIAS;PESCADERIAS;CARNICERIA/CHARCUT;MERCADILLOS/AMBULANTES;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;RESTO CANALES;E-COMMERCE;Nivel;Hoja
CARNE CERDO;;2716921.5999999996;793121.9700000001;6526.4808;252732.71;1521866.0000000002;1217220.2300000002;304645.66;1523.9248199999997;162.775134;0.0;4538.72451;289.29591;686365.5099999999;3295.5648000000006;82498.836;111.42029000000001;969.2221799999999;684.311069;2222.4385;40994.846900000004;8831.9211;52481.628;32531.817999999996;3.0;VALOR
CARNE CERDO ADOBAD;;270890.94000000006;76839.103;311.00517299999996;27558.868000000002;156072.13999999998;118438.73900000002;37633.386;112.66172;22.833591;0.0;330.33673400000004;6.8812560000000005;67660.091;355.918286;6766.9422;0.0;10.06681;47.174620000000004;182.71453000000002;707.110317;805.0937250000001;4541.0544;3370.3322;4.0;VALOR
CARN.CERDO IBERICO;;157905.797;67492.871;623.151933;12463.8574;55596.78799999999;46046.309;9550.4781;61.67395;0.0;0.0;357.00284;58.66017000000001;57741.845000000016;110.769415;7131.464600000001;0.0;21.46947;0.0;349.29104;13116.395039999998;1850.08853;5249.4119;1045.4660829999998;4.0;VALOR
CARNE DESPOJOS;;160276.023;66404.268;582.0262399999999;12170.528999999999;74470.115;71073.41900000001;3396.69401;208.98069;5.997643;0.0;266.88879099999997;51.931250000000006;52375.861000000004;423.10376699999995;12642.448999999999;0.0;71.930589;1.794864;348.768568;54.17159;223.260754;3674.5332600000006;2007.1126499999998;3.0;VALOR
DESPOJOS CERDO;;78343.201;33445.82;409.657561;5767.996899999999;35148.534;33150.859000000004;1997.6751600000002;29.31199;0.0;0.0;230.63683099999997;0.0;27929.557999999997;78.99086;4749.0995;0.0;38.826268999999996;1.794864;300.67276;43.66014;172.82828500000002;2040.7384499999998;1004.3393450000001;4.0;VALOR
DESPOJOS CORDERO;;11555.9389;6884.5506000000005;19.979848999999998;630.06624;3481.5666999999994;3429.4408999999996;52.12577;0.0;0.0;0.0;0.0;0.0;4814.0470000000005;221.38155500000002;1995.65897;0.0;10.11848;0.0;18.517781999999997;0.0;0.0;217.49121999999997;100.903159;4.0;VALOR
DESPOJOS POLLO;;27527.942000000003;5316.1308;82.743244;2153.5586;19000.664;18735.370000000003;265.29343800000004;0.0;3.700144;0.0;36.251975;0.0;4344.9863000000005;18.463919999999998;876.6736700000001;0.0;2.969808;0.0;2.563316;0.0;16.759149999999998;414.664716;488.70602199999996;4.0;VALOR
DESPOJOS TERNERA;;37489.202;19177.5627;69.645555;3164.3053999999997;13705.196899999999;12910.593;794.6039659999999;0.0;2.2974989999999997;0.0;0.0;51.931250000000006;14105.425200000001;104.26745700000001;4802.3218;0.0;20.016029999999997;0.0;27.01471;10.51145;33.67333000000001;951.5107199999999;272.528057;4.0;VALOR
DESPOJOS OT.PROCED;;5359.7257;1580.20489;0.0;454.6018680000001;3134.15479;2847.159089999999;286.995562;179.6687;0.0;0.0;0.0;0.0;1181.84093;0.0;218.69536000000002;0.0;0.0;0.0;0.0;0.0;0.0;50.128;140.63601999999997;4.0;VALOR
OTRAS CARNES FRESCA;;828873.8400000001;135752.54200000002;1210.2659;71478.774;585556.26;450437.28;135118.97;119.94446;140.028664;0.0;1626.9620380000001;179.85582;106803.15800000001;246.67655200000002;25428.3071;0.0;133.80155;193.130683;135.980894;7448.33359;1080.8856;9509.467799999999;14963.7063;3.0;VALOR
AVESTRUZ;;1017.9982590000001;186.53881;0.0;33.57824;781.9215389999999;769.2389389999998;12.682583000000001;0.0;0.0;0.0;0.0;0.0;133.581826;0.0;52.95699;0.0;0.0;0.0;0.0;0.0;0.0;15.959629999999999;0.0;4.0;VALOR
PAVO;;415827.02;53382.276999999995;175.114672;35822.996999999996;311491.0;236137.36000000004;75353.624;51.57197;94.804123;0.0;563.392791;25.87616;42490.515;71.86446000000001;9319.964899999999;0.0;52.492720000000006;5.278073;57.43504;2552.72088;202.76038;3642.5985;7922.3033;4.0;VALOR
OTRAS AVES;;81618.09199999999;13401.191900000002;108.293184;8508.135;52576.083;41060.06999999999;11516.011800000002;0.0;11.1986;0.0;282.0615;0.0;9806.324700000001;1.241362;3426.1801;0.0;4.117999;0.0;0.0;3402.26897;198.443158;1875.17398;1265.19965;2.0;VALOR
CARNE CABALLO;;20867.218900000003;17197.2972;0.0;711.86463;2375.38162;2281.56812;93.81352;0.0;0.0;0.0;404.87101;0.0;11196.8859;48.942339999999994;6000.411809999999;0.0;0.0;0.0;0.0;26.77252;0.0;56.684;45.40473;4.0;VALOR
CARNE CONGELADA;;220769.98;43314.047000000006;1827.9042499999998;16348.5153;140560.06300000002;127545.09400000001;13014.973800000002;29838.803;79.230269;0.0;1820.8414799999998;77.57862;10834.586800000001;583.3570530000001;1366.2683100000002;0.0;116.797498;93.30239;21.660724000000002;1818.82918;1587.0461839999998;8969.6551;3939.7418300000004;2.0;VALOR
C.CONG.POLLO;;105349.05600000001;20724.638;593.21762;8480.7691;69337.24399999999;61121.865;8215.3773;16197.7778;26.825087000000003;0.0;909.59689;30.621789999999997;3489.85586;421.9890530000001;364.69889299999994;0.0;38.048918;93.30239;16.011680000000002;74.010587;940.043034;2064.21635;1803.34024;3.0;VALOR
C.CONG.CERDO;;51592.119999999995;10385.8835;705.2673400000001;3839.4786;31279.773999999998;29265.327999999998;2014.44505;5770.9374;22.11033;0.0;511.10420199999993;14.07598;3774.5003100000004;83.50014999999999;512.18189;0.0;78.74858;0.0;5.649044;202.30644999999998;227.89711;3335.75568;1021.15443;3.0;VALOR
C.CONG.VACA;;23232.4087;7296.052299999999;517.8678000000001;1689.3308099999997;9941.52;8979.839;961.6813149999999;4664.2031;30.294857;0.0;159.817956;27.4693;2240.2042;13.39115;289.38842999999997;0.0;0.0;0.0;0.0;1176.6324199999997;86.83207;1436.9231080000002;914.03931;3.0;VALOR
RESTO CARNES CONG.;;40596.406;4907.471;11.551530000000001;2338.93521;30001.528;28178.057;1823.4707000000003;3205.8837999999996;0.0;0.0;240.32254999999998;5.4115590000000005;1330.02597;64.47673999999999;199.9991;0.0;0.0;0.0;0.0;365.87976000000003;332.274;2132.76044;201.20783299999997;3.0;VALOR
C.CONG.CABALLO;;145.39447;6.143699;0.0;0.0;123.29114000000001;118.2738;5.017345000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.143699;0.0;0.0;0.0;0.0;0.0;0.0;15.959629999999999;0.0;4.0;VALOR
SALCHICHAS CONGELAD;;936.8808900000001;618.9160780000001;12.853459999999998;99.51153;102.047898;75.39860800000001;26.64929;462.395088;0.0;0.0;35.62186;0.0;65.30689000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;67.929951;0.0;3.0;VALOR
CARNE TRANSFORMADA;;4834853.1;664401.98;11590.9709;639786.43;3237553.5999999996;2665826.5;571727.1900000001;1532.65195;1193.42699;537.069082;5180.227140000001;484.32035799999994;499284.78;12907.3956;103674.314;241.430264;3636.7764;2897.96619;10091.2273;6176.227269999999;33998.6027;134963.022;88294.564;2.0;VALOR
JAMON CURADO+PALETA;;1426479.68;254512.01;3414.5633000000003;178864.08899999998;881948.5100000001;765130.56;116817.95800000001;164.306924;148.946731;16.906555;1605.599977;198.66574000000003;198495.32999999996;4047.5051000000008;37879.395000000004;44.893331999999994;1632.82746;1895.728087;2949.54849;1805.1443299999999;15469.1806;61210.833999999995;23602.125;3.0;VALOR
JAMON C.+P.ENTERO;;381296.44;94386.34800000001;1229.854912;58278.45300000001;164967.643;153584.67299999998;11382.985400000001;94.93033;108.42575000000001;0.0;533.17091;0.0;79799.806;2027.6641700000002;8712.617;20.07717;601.3830449999999;972.4238300000001;760.536285;1262.35418;11939.00514;39911.6562;6760.3161199999995;4.0;VALOR
JAMON C.+P.LONCHA;;1045183.1;160125.655;2184.7079400000002;120585.651;716980.85;611545.8800000001;105434.96599999999;69.376594;40.520981;16.906555;1072.428997;198.66574000000003;118695.52700000002;2019.8407700000002;29166.777;24.816162;1031.44433;923.3042570000001;2189.0123299999996;542.790103;3530.1752100000003;21299.1875;16841.808899999996;4.0;VALOR
JAMON CURADO NORMAL;;869579.6300000001;119976.283;2349.1154;104915.705;598287.6699999999;511101.16000000003;87186.52599999998;80.864048;129.087351;16.906555;480.7643969999999;0.0;89969.745;2624.74921;17950.0052;44.893331999999994;1202.22408;1164.4882430000002;1167.093711;1695.04289;4877.271000000001;21238.0656;13134.982800000002;3.0;VALOR
JAMON C.N.ENTER/PI;;207957.08000000002;51119.876000000004;642.1813119999999;36065.864;97575.515;91655.18;5920.33519;37.73822;108.42575000000001;0.0;185.12517400000002;0.0;40745.082;1211.89514;5152.110599999999;20.07717;483.083866;972.4238300000001;619.726685;1262.35418;3999.8645399999996;13864.474900000001;2029.936376;4.0;VALOR
JAMON C.N.LONCHA;;661622.56;68856.41;1706.9340000000002;68849.846;500712.17000000004;419445.98;81266.189;43.125828;20.661601;16.906555;295.639117;0.0;49224.664000000004;1412.85395;12797.8932;24.816162;719.1402100000001;192.06439300000002;547.366994;432.688683;877.4059199999999;7373.590099999999;11105.046499999999;4.0;VALOR
JAMON IBERICO;;389020.25;112864.87699999998;762.6773410000001;42593.53800000001;188090.19;175713.76;12376.4202;0.0;19.85938;0.0;337.36711;198.66574000000003;89445.482;1184.55825;18657.9143;0.0;390.1995;731.2398450000001;829.44823;110.1014;9018.586674;29047.6777;5010.68475;3.0;VALOR
JAMON IBE.ENTER/PI;;132305.107;35174.6363;425.43330000000003;17712.7071;47333.124;45184.068;2149.0559000000003;0.0;0.0;0.0;53.16494;0.0;31824.6837;658.05044;2936.818005;0.0;77.89544500000001;0.0;12.74562;0.0;7671.1983;20081.01674;3195.77844;4.0;VALOR
JAMON IBE.LONCHA;;256715.13;77690.24399999999;337.24400099999997;24880.831000000002;140757.06;130529.69;10227.365000000002;0.0;19.85938;0.0;284.20217;198.66574000000003;57620.801999999996;526.50783;15721.0971;0.0;312.30404999999996;731.2398450000001;816.7026099999999;110.1014;1347.3876890000004;8966.6588;1814.90634;4.0;VALOR
PALETA CURADA NORM.;;55568.56900000001;5923.2266;36.629199;7122.5598;38252.791000000005;29910.137000000002;8342.650699999998;57.19211;0.0;0.0;91.27056999999999;0.0;4422.4781;238.197441;776.0147529999999;0.0;5.778964;0.0;649.30764;0.0;396.81623;2534.776675;972.30132;3.0;VALOR
PALETA C.N.ENTR/PI;;13680.174299999999;2732.06693;18.77841;1559.25481;6596.028;4694.4915;1901.53671;57.19211;0.0;0.0;80.6926;0.0;2025.5030590000001;157.718541;503.07404899999995;0.0;5.778964;0.0;128.06393400000002;0.0;0.0;2383.196184;152.439224;4.0;VALOR
PALETA C.N.LONCHA;;41888.393000000004;3191.1593000000003;17.850789000000002;5563.3049;31656.761;25215.648;6441.1145;0.0;0.0;0.0;10.577969999999999;0.0;2396.97473;80.4789;272.94072000000006;0.0;0.0;0.0;521.2437;0.0;396.81623;151.58118100000002;819.8619900000002;4.0;VALOR
PALETA IBERICA;;112311.08899999998;15747.615100000003;266.14096600000005;24232.283000000003;57317.869999999995;48405.515;8912.349900000001;26.25076;0.0;0.0;696.1979;0.0;14657.624800000001;0.0;495.46067800000003;0.0;34.62481;0.0;303.69896;0.0;1176.50792;8390.322100000001;4484.15637;3.0;VALOR
PALETA IB.ENTER/PI;;27354.1022;5359.77073;143.46189999999999;2940.62263;13462.9892;12050.932970000002;1412.0565000000001;0.0;0.0;0.0;214.18818;0.0;5204.53173;0.0;120.6138;0.0;34.62481;0.0;0.0;0.0;267.94242;3582.9661;1382.1623;4.0;VALOR
PALETA IBE.LONCHA;;84956.98500000002;10387.8431;122.67911600000001;21291.66;43854.877;36354.582;7500.2928999999995;26.25076;0.0;0.0;482.00974;0.0;9453.0923;0.0;374.846848;0.0;0.0;0.0;303.69896;0.0;908.5654999999999;4807.356430000001;3101.9940200000005;4.0;VALOR
HUESOS JAMON CURADO;;14167.2865;5383.149600000001;0.0;559.76161;7777.060200000002;7480.871600000001;296.188802;0.0;9.153245;0.0;2.4561390000000003;0.0;4058.1207999999997;18.012873;1019.6059369999998;3.960268;5.3208649999999995;7.044522;11.994824000000001;0.0;47.882172;201.49500799999998;177.467854;3.0;VALOR
LOMO EMBUCHADO N+IB;;223364.36999999997;49890.820999999996;509.534737;22490.383;129115.68800000001;113437.563;15678.1398;12.4481;18.701795;10.14832;631.682725;0.0;38793.484000000004;1434.52769;7178.3205;0.0;168.97285700000003;341.2145;283.14818099999997;541.94616;4486.300289999999;11640.8864;2622.59679;3.0;VALOR
LOMO EMB.AL CORTE;;83908.091;34367.416;91.79826;5894.9545;38033.24600000001;36924.282;1108.9644600000001;0.0;0.0;10.14832;212.26524999999998;0.0;27400.022;740.8015999999998;5967.4896;0.0;164.06841000000003;0.0;154.15568000000002;89.36313;1095.11422;3019.85575;363.28011100000003;4.0;VALOR
LOMO EMB.ENVASADO;;139456.293;15523.406599999998;417.73648699999995;16595.4277;91082.447;76513.277;14569.174699999998;12.4481;18.701795;0.0;419.417475;0.0;11393.4611;693.72603;1210.8303299999998;0.0;4.904447;341.2145;128.992448;452.58301000000006;3391.1856700000003;8621.030499999999;2259.31649;4.0;VALOR
LOMO EMB.NORMAL;;138394.173;20225.146;310.050238;13632.8311;96507.65;83668.448;12839.1997;12.4481;3.916525;10.14832;317.412325;0.0;15436.835900000002;821.70474;3548.7463700000003;0.0;85.725987;0.0;108.62647100000001;371.10344;552.25686;3783.30426;1872.7177;4.0;VALOR
LOMO E.N.AL CORTE;;45454.486000000004;14845.665400000002;91.79826;3307.6909;25861.216999999997;24842.773999999998;1018.4419600000001;0.0;0.0;10.14832;31.24545;0.0;11374.324900000001;284.71427;2846.52749;0.0;80.82154;0.0;41.26847;89.36313;54.95355;720.3718130000002;167.467401;5.0;VALOR
LOMO E.N.ENVASADO;;92939.69;5379.4826;218.251988;10325.1401;70646.432;58825.676;11820.7576;12.4481;3.916525;0.0;286.166875;0.0;4062.5119999999997;536.99048;702.2189999999999;0.0;4.904447;0.0;67.358008;281.74031;497.30331;3062.93248;1705.25034;5.0;VALOR
LOMO EMB.IBERICO;;84970.201;29665.675;199.48449;8857.551;32608.049;29769.108;2838.9390699999994;0.0;14.78527;0.0;314.2704;0.0;23356.6469;612.8229399999999;3629.57354;0.0;83.24686999999999;341.2145;174.52164;170.8427;3934.04268;7857.581099999999;749.8790520000001;4.0;VALOR
LOMO E.I.AL CORTE;;38453.607;19521.749000000003;0.0;2587.2639099999997;12172.0283;12081.5066;90.522513;0.0;0.0;0.0;181.01979999999998;0.0;16025.696100000001;456.08737999999994;3120.96209;0.0;83.24686999999999;0.0;112.88719999999999;0.0;1040.1606700000002;2299.48427;195.8127;5.0;VALOR
LOMO E.I.ENVASADO;;46516.594000000005;10143.9254;199.48449;6270.2872;20436.0193;17687.6009;2748.41662;0.0;14.78527;0.0;133.25060000000002;0.0;7330.949299999998;156.73556000000002;508.61125999999996;0.0;0.0;341.2145;61.634440000000005;170.8427;2893.8822;5558.0979;554.066252;5.0;VALOR
OTRAS SALAZONES;;109047.37100000001;33563.634999999995;410.14397;12269.684200000002;58696.908;52514.727999999996;6182.1809;42.02072;7.055807;0.0;65.312876;0.0;29185.604999999996;152.24419999999998;2668.81636;0.0;18.412233999999998;46.072199999999995;213.438344;43.003282;645.747316;2291.27212;909.421327;3.0;VALOR
O.SALAZONES AL COR;;53772.08200000001;30707.186;121.64095599999999;3799.6334;16656.5092;15892.7534;763.7557899999999;36.254565;2.5316370000000004;0.0;52.0779;0.0;26561.193;73.80667999999999;2600.24846;0.0;18.412233999999998;46.072199999999995;179.38339800000003;43.003282;514.307496;1625.947582;177.96740400000002;4.0;VALOR
O.SALAZONES ENVASA;;55275.294;2856.449;288.503016;8470.0513;42040.399;36621.973000000005;5418.4245;5.766152;4.52417;0.0;13.234975;0.0;2624.4150999999997;78.43752;68.56792200000001;0.0;0.0;0.0;34.054886;0.0;131.43982;665.3245230000001;731.453927;4.0;VALOR
TOCINO Y MANTECA;;125759.699;13122.4143;354.462763;16470.851;88762.201;71302.191;17460.010000000002;3.305805;254.978254;0.0;65.225732;7.3055699999999995;7538.018;403.44238299999995;3691.1337499999995;55.72455;103.30320599999999;44.92265499999999;623.4660269999999;86.55905;360.65539;3584.5208;2549.3653;3.0;VALOR
TOCINO;;11243.112900000002;4501.2122;16.400582;635.997904;5550.731800000001;4884.956;665.775797;0.0;0.0;0.0;0.0;7.3055699999999995;3302.1488999999997;100.378137;760.754967;0.0;26.718801999999997;0.0;74.95753400000001;86.55905;6.434163;277.67985;67.71896;4.0;VALOR
CHORIZOS;;392546.28;67814.499;1773.6298999999997;49453.066000000006;245897.8;197985.71999999997;47912.093;300.008391;93.26551599999999;153.391883;930.831409;20.726599999999998;50663.53999999999;1563.17198;9751.3995;0.0;359.55507900000003;114.067834;2375.0147;2628.6234710000003;7748.2201000000005;8405.643100000001;6330.7948;3.0;VALOR
CHOR.IBERICO;;70821.412;16170.881099999999;351.887732;8193.48;36104.774;32261.508;3843.2644;23.911448999999998;27.97852;0.0;493.26448300000004;5.358905;12227.7775;63.346587;2342.35582;0.0;19.067768;106.195618;57.24276;2374.152177;2779.37791;3366.4402899999995;923.80436;4.0;VALOR
CHOR.NORMAL;;321724.85;51643.618;1421.74209;41259.58599999999;209793.02;165724.2;44068.827000000005;276.096942;65.28699599999999;153.391883;437.56690100000003;15.367700000000001;38435.759000000005;1499.8254399999998;7409.0441;0.0;340.48732;7.872216;2317.7720000000004;254.471291;4968.8424;5039.2024;5406.9903;4.0;VALOR
CHORIZO DE PAVO;;10289.1924;767.51266;13.544317;1207.79444;7874.3705;7688.7718;185.5987269999999;8.046515000000001;0.0;0.0;0.0;0.0;602.7235999999999;10.79936;147.52456;0.0;0.0;0.0;0.0;0.0;0.0;69.520837;345.65027799999996;4.0;VALOR
