Alimentos;;T.ESPAÑA;TIENDA TRADICIONAL;ECONOMATO/COOPERATIVA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;TIENDA CONGELADOS;HERBORISTERIAS;VENTA A DOMICILIO;FARMACIAS;PESCADERIAS;CARNICERIA/CHARCUT;MERCADILLOS/AMBULANTES;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;RESTO CANALES;E-COMMERCE;Nivel;Hoja
AÑOJO;;37491.248999999996;7369.221900000001;42.398343999999994;6582.7198;21401.418999999994;18568.996;2832.4199000000003;35.069903000000004;6.4998439999999995;6.163117;0.0;0.0;6079.3607999999995;23.45966;1220.39992;0.0;5.058607;0.0;0.956134;60.08518500000001;33.934364;1434.96032;536.88946;4.0;VALOR
MAYOR;;10509.226200000001;2471.1372;9.882542;2269.1619;5082.4902;4408.8043;673.68565;42.493588;4.55886;4.094334;0.0;0.0;2157.22213;1.3514680000000001;245.625871;0.0;0.0;0.0;9.163474;21.278724;45.907245;474.611522;129.311073;4.0;VALOR
CARNE POLLO;;557906.74;99997.13900000001;888.5509500000001;51378.90900000001;379723.58;299171.45;80552.13300000002;314.0632340000001;76.93140400000001;340.968309;0.0;52.567063999999995;86180.66300000002;159.230922;10931.199;7.491038;86.22620300000001;49.86401000000001;268.89100799999994;6969.372600000001;1370.0684059999999;8273.9797;8804.9244;3.0;VALOR
POLLO ENTERO;;126914.529;26609.058000000005;203.29173900000004;10822.984400000001;77677.59700000001;65285.288;12392.309099999997;30.917886;21.960704;150.952606;0.0;13.112998000000001;22686.53;59.871571;3004.910999999999;0.0;36.985652;23.950075000000002;39.973107999999996;6286.317;801.2103699999999;1961.04535;2342.21816;4.0;VALOR
POLLO FILETES;;77911.791;14589.581999999999;37.878738;5101.544400000001;56375.20699999999;44380.949;11994.257899999999;10.87134;3.0245100000000003;16.933934;0.0;5.760344;12795.1708;22.149614999999997;1505.10455;0.0;4.624855999999999;3.0660459999999996;32.664706;53.517753;21.858634;781.69072;911.42766;4.0;VALOR
POLLO POR PIEZAS;;353080.4;58798.498;647.380469;35454.379;245670.79;189505.24;56165.565;272.274007;51.946195;173.08177199999997;0.0;33.693723;50698.963;77.209745;6421.182799999999;7.491038;44.61569;22.84789;196.25318900000002;629.537889;546.99934;5531.2437;5551.2785;4.0;VALOR
CARNE CONEJO;;27726.346;5822.250900000001;51.514920999999994;2717.9079;16171.172;14003.572;2167.5996999999998;2.579746;25.106046;89.99895;0.0;0.0;4293.1633;13.092020999999999;1347.1650300000001;0.0;21.928293999999998;0.0;8.225536;1968.0335000000002;316.151904;270.02344100000005;306.20041100000003;3.0;VALOR
CARNE OVINO/CAPRINO;;38945.459;13595.2831;43.67485;4103.444100000001;15830.782999999998;15073.094199999998;757.68916;2.944556;22.593415;37.697676;1.495444;17.428072;11130.4536;47.24005;2219.5909300000003;0.0;34.771472;13.66328;22.943625;2037.82939;1297.7771540000003;1392.60149;559.1274599999999;3.0;VALOR
CORDERO;;33866.802;11691.575000000003;41.886582999999995;3550.5917;14273.038;13595.8099;677.22927;2.944556;22.593415;29.705524;1.495444;17.428072;9626.2317;38.428934999999996;1834.51417;0.0;31.600302;13.66328;22.943625;1394.1485000000002;1086.860354;1213.5075570000001;547.058221;4.0;VALOR
CABRITO;;3770.4289;1174.5574299999998;1.788267;494.50272200000006;1191.5958;1116.27639;75.3194;0.0;0.0;7.992153;0.0;0.0;923.7238699999999;0.0;249.84788000000003;0.0;0.9857440000000001;0.0;0.0;554.1674300000001;182.67294699999997;155.866534;7.285643;4.0;VALOR
OTRO OVINO/CAPRINO;;1308.22738;729.1494700000001;0.0;58.349663;366.14884200000006;361.008324;5.1405259999999995;0.0;0.0;0.0;0.0;0.0;580.498623;8.811115000000001;135.22875499999998;0.0;2.185426;0.0;0.0;89.51332;28.243779999999997;23.227498999999998;4.783595999999999;4.0;VALOR
OVINO/CAPRINO ENTE;;10242.212;2454.8219299999996;0.0;680.4457699999999;2945.63382;2681.39963;264.23340199999996;0.0;14.880059;11.36459;1.495444;5.853535;2003.89268;0.0;335.627341;0.0;27.87291;0.0;0.0;1908.2770400000004;1281.061259;660.5123;300.095767;4.0;VALOR
OVINO/CAPRINO PIEZ;;28703.247000000007;11140.461299999999;43.67485;3422.9986;12885.149699999998;12391.693599999999;493.45580000000007;2.944556;7.713356;26.333086;0.0;11.574537;9126.5617;47.24005;1883.96338;0.0;6.898562;13.66328;22.943625;129.55232;16.715840999999998;732.08927;259.031679;4.0;VALOR
CARNE CERDO;;423160.35;97022.86200000001;941.5477999999998;40022.31;262481.99;210956.22;51525.772000000004;228.33105;38.676964000000005;219.92136;0.0;23.339763;83709.782;397.819388;10634.932499999999;5.473693;67.03650299999998;27.287494;412.07123;7357.80173;1421.9298370000001;7781.623399999998;5512.543;3.0;VALOR
CARNE CERDO ADOBAD;;40710.175;9150.4854;49.716211;3916.1355;25752.479000000003;20085.855;5666.6254;16.741421;1.041415;25.659374999999997;0.0;0.0;8295.2642;29.890856999999997;684.80443;0.0;6.347486;0.795233;14.919564000000001;244.57419899999996;153.497335;850.53987;537.19438;4.0;VALOR
CARN.CERDO IBERICO;;12397.6344;4862.2219000000005;29.362124;980.0247800000001;5141.128199999999;4411.806999999999;729.3210500000001;47.87691;14.12977;18.418406;0.0;0.877544;4011.7875999999997;2.133211;575.2420599999999;0.0;0.794405;0.8665510000000001;11.303446;197.52766300000002;386.624074;636.5665700000001;143.626337;4.0;VALOR
CARNE DESPOJOS;;29484.473000000005;10391.0502;108.74238799999999;2427.794;15515.829900000004;14873.076200000001;642.753;25.580985;5.2137270000000004;3.8606339999999992;0.0;3.183248;7655.9193;14.319697999999997;2564.2913;0.772965;1.037271;3.731898;39.97385299999999;8.145044;53.535788000000004;590.3416200000001;370.85477000000003;3.0;VALOR
DESPOJOS CERDO;;13061.8403;4845.375800000001;68.83645899999999;1013.5797899999999;6611.1389;6317.4412;293.69791399999997;1.481914;1.8873280000000001;1.1390019999999998;0.0;2.2729920000000003;3931.3962;11.994452999999998;827.07752;0.0;1.037271;0.948627;13.634386;8.145044;36.350494;329.92823;135.351752;4.0;VALOR
DESPOJOS CORDERO;;1660.2098399999998;1007.6356499999999;3.4997179999999997;124.284831;483.2895500000001;480.4366600000001;2.852885;0.0;0.6213569999999999;0.0;0.0;0.0;702.85421;2.325245;296.261896;0.0;0.0;0.0;2.507749;0.0;0.0;24.743422000000002;14.431370000000001;4.0;VALOR
DESPOJOS POLLO;;7666.013400000001;1021.4285;18.946785;641.2374200000002;5800.2499;5639.122000000001;161.127787;1.021087;0.0;0.524539;0.0;0.910255;800.09067;0.0;201.82656699999998;0.0;0.0;0.0;3.932198;0.0;3.856288;56.47919;123.290771;4.0;VALOR
DESPOJOS TERNERA;;6141.2968;3277.1363;17.459433;545.4308999999998;2068.01848;1922.3648899999998;145.65363599999998;23.077983999999997;2.230872;2.1970929999999997;0.0;0.0;2051.09234;0.0;1186.9442599999998;0.772965;0.0;2.783271;5.210065999999999;0.0;13.328999999999999;157.0293;60.696204;4.0;VALOR
DESPOJOS OT.PROCED;;955.1121899999998;239.47331700000004;0.0;103.26090500000002;553.13184;513.7110399999999;39.420784;0.0;0.474169;0.0;0.0;0.0;170.48598300000003;0.0;52.181065000000004;0.0;0.0;0.0;14.68945;0.0;0.0;22.161409;37.084716;4.0;VALOR
OTRAS CARNES FRESCA;;120479.32499999998;14555.420599999998;125.001696;11143.4997;89632.19799999999;69300.365;20331.833;58.92014399999999;14.395824;70.038146;0.0;20.040640999999997;12066.418400000002;47.77888099999999;2103.96046;15.203071999999999;47.291253999999995;9.622574;36.398619000000004;1254.54723;300.865503;1305.6005;2044.3741;3.0;VALOR
AVESTRUZ;;159.24890599999998;18.974318999999998;0.0;17.420116;98.410467;74.717993;23.692462000000003;0.0;0.0;0.0;0.0;0.0;12.446903999999998;0.0;6.5274149999999995;0.0;0.0;0.0;0.0;0.0;0.0;24.443998;0.0;4.0;VALOR
PAVO;;59330.44499999999;6019.3526;48.984427;5444.5419;45501.723000000005;34866.509;10635.214;40.065653;3.3358169999999996;46.11765000000001;0.0;7.364510999999999;4959.208500000001;17.504742;871.7811099999999;0.0;8.424524;0.0;17.091758000000002;663.6904270000001;37.017409;608.3269300000001;943.18483;4.0;VALOR
OTRAS AVES;;10951.3141;1845.52178;27.00551;1287.20831;7263.1444;5718.7691;1544.37533;2.041843;0.644957;1.1842650000000001;0.0;11.238959999999999;1410.9753600000001;6.870642999999999;364.49660700000004;0.0;23.794130000000003;0.0;0.0;136.504092;30.359761;110.85863;242.65635899999998;2.0;VALOR
CARNE CABALLO;;1725.1601;1465.5659300000002;1.655846;29.504749000000004;175.89294700000002;163.54244400000002;12.350494000000001;0.0;0.0;1.277206;0.0;0.0;1056.3524100000002;9.236543;404.03503;0.0;0.0;0.0;2.58826;0.0;3.2156689999999997;35.416841;3.394367;4.0;VALOR
CARNE CONGELADA;;51514.91999999999;7618.362000000001;52.14877800000001;3564.2537999999995;37533.106999999996;34412.147;3120.9612;5624.932200000001;2.149911;251.696415;0.0;32.932680000000005;1592.0126800000003;46.481722999999995;98.72111199999999;0.0;0.0;0.0;45.067966;130.60708599999998;208.57294000000002;1243.5727499999998;866.11479;2.0;VALOR
C.CONG.POLLO;;36394.632;4424.7779;26.956760999999993;2621.3665499999997;27794.736999999994;25537.247;2257.4881;3759.9478000000004;0.0;154.74964300000002;0.0;29.426765;484.10447200000004;37.969023;30.359862;0.0;0.0;0.0;10.483461;15.815078999999999;88.73945;562.63559;666.8859099999999;3.0;VALOR
C.CONG.CERDO;;8003.6772;1589.01801;4.237443;548.652753;5191.9052;4725.3811;466.52418;942.3947;1.0178;65.725582;0.0;1.4327249999999998;557.442202;8.512697000000001;50.997247;0.0;0.0;0.0;8.183057999999999;29.698225;108.158995;398.0748300000001;59.692929;3.0;VALOR
C.CONG.VACA;;2363.5820999999996;766.92796;13.354325;150.837776;1145.75901;1042.8027899999997;102.956244;482.827592;1.1321109999999999;12.0361;0.0;0.0;230.173955;0.0;12.500592000000001;0.0;0.0;0.0;0.997287;65.429017;9.162958;156.351912;43.722901;3.0;VALOR
RESTO CARNES CONG.;;4753.0284;837.63779;7.600251;243.39678700000005;3400.7088;3106.7163;293.99245799999994;439.76218;0.0;19.185088000000004;0.0;2.073195;320.292046;0.0;4.86341;0.0;0.0;0.0;25.404159999999997;19.664766;2.511548;126.510455;95.813044;3.0;VALOR
C.CONG.CABALLO;;14.834313;8.880312;0.0;0.0;5.954001;5.954001;0.0;0.0;0.0;0.0;0.0;0.0;8.880312;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;VALOR
SALCHICHAS CONGELAD;;99.607506;48.79749200000001;0.0;14.357608;12.396346999999999;10.707491000000001;1.688856;24.063592999999997;0.0;0.0;0.0;0.0;16.210847;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.997242;12.0588;3.0;VALOR
CARNE TRANSFORMADA;;477323.55;44887.965;1155.34837;65760.18;342820.80000000005;270839.89999999997;71980.935;157.819478;229.44221699999997;361.469669;8.237703;45.478768;33447.352;1333.7930599999997;5713.5738;60.485194;323.87385;147.231855;626.40083;542.2908160000001;2084.16595;10721.6655;7655.868099999999;2.0;VALOR
JAMON CURADO+PALETA;;83129.268;10648.155199999997;211.766759;14471.9285;51546.54200000001;43678.25400000001;7868.2875;25.577189;136.507513;111.92057399999999;2.297688;6.825614;8045.997799999999;369.014239;1365.2830000000001;0.8923099999999999;102.457368;63.076414;123.81377500000002;55.094216;768.939178;3709.2694900000006;1236.6319500000002;3.0;VALOR
JAMON C.+P.ENTERO;;32128.938;5380.473599999999;148.723046;8178.542600000001;13897.220200000002;12752.9707;1144.24824;10.807614;130.655239;34.20125;0.0;3.396531;4359.478300000001;276.83506099999994;368.313457;0.0;77.844989;60.24085;43.979905;45.709781;686.4788139999999;2918.6149699999996;562.1399429999999;4.0;VALOR
JAMON C.+P.LONCHA;;51000.328;5267.682100000001;63.04369900000001;6293.387700000001;37649.32399999999;30925.283999999996;6724.0393;14.769574999999998;5.852199000000001;77.71932799999999;2.297688;3.429082;3686.5197;92.179174;996.96956;0.8923099999999999;24.612381;2.835566;79.833861;9.384431000000001;82.460361;790.65472;674.49186;4.0;VALOR
JAMON CURADO NORMAL;;58714.73;6596.4514;141.626938;9099.153300000002;39670.42399999999;33345.33;6325.0953;19.303044;134.809541;25.323351999999996;2.297688;3.396531;4778.7532;342.498559;884.33474;0.8923099999999999;60.98284;60.819506000000004;73.346688;11.371266;178.60880100000003;1855.8021599999997;793.4679600000001;3.0;VALOR
JAMON C.N.ENTER/PI;;18878.224899999997;3239.767;84.468552;4609.6246;8807.6321;8338.8408;468.79153600000006;7.249122;130.655239;16.87203;0.0;3.396531;2416.2861000000003;269.60682799999995;298.893724;0.0;49.51552;60.24085;42.970507;8.297011000000001;152.651548;1393.265369;296.03968399999997;4.0;VALOR
JAMON C.N.LONCHA;;39836.502;3356.6845000000003;57.158389;4489.5280999999995;30862.792;25006.488999999998;5856.3037;12.053921999999998;4.154242;8.451321;2.297688;0.0;2362.4674;72.891733;585.44097;0.8923099999999999;11.467312000000002;0.578656;30.376175;3.074251;25.95724;462.53668999999996;497.42819;4.0;VALOR
JAMON IBERICO;;14993.8455;3203.6335;35.503712;3397.4137;6182.092200000001;5814.2842;367.80727;6.274144000000001;1.6979549999999999;60.35586;0.0;3.1838050000000004;2529.97712;20.200229999999998;439.35029000000003;0.0;12.816239;1.7492169999999998;31.090467999999998;43.72295;542.338773;1215.897633;292.687672;3.0;VALOR
JAMON IBE.ENTER/PI;;8574.2724;1628.6802400000001;31.643503000000003;2587.09122;2568.76446;2472.73686;96.027695;3.558492;0.0;0.0;0.0;0.0;1491.8925399999998;1.427181;42.75798700000001;0.0;0.5328390000000001;0.0;1.009397;37.412769999999995;507.19827699999996;1015.0966599999999;196.956997;4.0;VALOR
JAMON IBE.LONCHA;;6419.5745;1574.9532299999998;3.860209;810.3226;3613.3270999999995;3341.5478000000003;271.77956;2.7156520000000004;1.6979549999999999;60.35586;0.0;3.1838050000000004;1038.0844;18.773049;396.5923;0.0;12.2834;1.7492169999999998;30.081070999999998;6.31018;35.140506;200.80098400000003;95.730692;4.0;VALOR
PALETA CURADA NORM.;;4138.6217;300.9348;8.339258;477.52193;2928.5437000000006;2218.3334;710.2105000000001;0.0;0.0;4.9161850000000005;0.0;0.0;205.864032;6.189165999999999;32.143206;0.0;28.378584;0.0;16.880324;0.0;6.897161;346.39191300000005;58.887564999999995;3.0;VALOR
PALETA C.N.ENTR/PI;;1549.43841;150.782938;8.001321;152.01879000000002;889.4214300000001;600.091733;289.329768;0.0;0.0;0.0;0.0;0.0;90.056281;5.801047;26.661734000000006;0.0;27.79663;0.0;0.0;0.0;2.105594;324.67765099999997;16.629676;4.0;VALOR
PALETA C.N.LONCHA;;2589.1832;150.15185400000001;0.337937;325.50315;2039.1224;1618.2416099999998;420.88078999999993;0.0;0.0;4.9161850000000005;0.0;0.0;115.80774499999998;0.38811900000000005;5.481471999999999;0.0;0.581954;0.0;16.880324;0.0;4.791567;21.714289;42.257886;4.0;VALOR
PALETA IBERICA;;5282.0679;547.1359990000001;26.296823999999997;1497.8409900000001;2765.48183;2300.30725;465.174572;0.0;0.0;21.32518;0.0;0.245277;531.403661;0.126268;9.454861000000001;0.0;0.279711;0.507693;2.496278;0.0;41.09444;291.17781;91.588704;3.0;VALOR
PALETA IB.ENTER/PI;;3127.00233;361.243342;24.609659999999998;829.8069189999999;1631.40117;1341.30193;290.099338;0.0;0.0;17.32922;0.0;0.0;361.243342;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.52338;185.575;52.51357;4.0;VALOR
PALETA IBE.LONCHA;;2155.0656000000004;185.89266099999998;1.6871639999999999;668.0339;1134.0805;959.0053;175.075284;0.0;0.0;3.995965;0.0;0.245277;170.160285;0.126268;9.454861000000001;0.0;0.279711;0.507693;2.496278;0.0;16.571061;105.60281699999999;39.075129000000004;4.0;VALOR
HUESOS JAMON CURADO;;3526.5325899999993;910.7042200000001;0.0;91.58725899999999;2415.7440199999996;2359.97627;55.767605;0.0;1.7045739999999998;0.0;0.0;0.0;698.6952200000001;15.489090000000001;165.35776899999996;0.0;0.0;0.0;4.814319;9.574064;8.542169;20.032467;54.85931100000001;3.0;VALOR
LOMO EMBUCHADO N+IB;;10687.3032;1938.9960899999996;54.853539;1050.9968800000001;6644.223;5693.0094;951.2135400000001;1.4770459999999999;0.720432;37.890252;0.320908;0.0;1554.9579599999997;85.453896;265.133197;2.07158;19.906226;4.787373;9.484886;28.720395;219.204702;494.49214;132.47228900000002;3.0;VALOR
LOMO EMB.AL CORTE;;3470.3458;1344.9894900000002;16.196158999999998;265.07125;1644.1034999999997;1571.7971;72.306068;0.28036;0.0;5.90296;0.320908;0.0;1122.8794900000003;49.286205;185.007996;0.0;5.220751999999999;0.17808500000000002;1.084508;17.013122000000003;23.119167;84.82345299999999;19.840855999999995;4.0;VALOR
LOMO EMB.ENVASADO;;7216.957200000001;594.00684;38.657371;785.9256500000001;5000.1198;4121.2122;878.9075099999998;1.196686;0.720432;31.987291999999997;0.0;0.0;432.07849300000004;36.167691000000005;80.12519;2.07158;14.685473000000002;4.609287999999999;8.400378;11.707273;196.085538;409.6687;112.631432;4.0;VALOR
LOMO EMB.NORMAL;;8065.6594;1163.4962;36.378825;734.3701700000001;5524.9623;4647.8421;877.1200900000001;1.4770459999999999;0.088321;18.108585;0.320908;0.0;932.3109400000001;53.618745999999994;158.427982;2.07158;9.224436;0.17808500000000002;4.681471;5.759613;114.473854;306.21187999999995;108.279044;4.0;VALOR
LOMO E.N.AL CORTE;;2422.6868999999997;833.25711;14.737034999999999;209.90306100000004;1257.4706800000004;1188.52575;68.94478500000001;0.28036;0.0;5.90296;0.320908;0.0;700.0099;39.649758999999996;99.571704;0.0;3.9130139999999995;0.17808500000000002;1.084508;2.73929;20.964796999999997;21.198006000000003;16.864241;5.0;VALOR
LOMO E.N.ENVASADO;;5642.972500000001;330.239102;21.641788;524.46713;4267.4916;3459.3162999999995;808.17532;1.196686;0.088321;12.205624999999998;0.0;0.0;232.30103300000002;13.968985;58.85628299999999;2.07158;5.311421;0.0;3.596963;3.020323;93.509051;285.01388099999997;91.41479499999998;5.0;VALOR
LOMO EMB.IBERICO;;2621.6439;775.49989;18.47471;316.62671;1119.26072;1045.1672099999998;74.093428;0.0;0.632111;19.781667000000002;0.0;0.0;622.64711;31.835157;106.705232;0.0;10.681788000000001;4.609287999999999;4.803414999999999;22.960782000000002;104.730862;188.280249;24.193251;4.0;VALOR
LOMO E.I.AL CORTE;;1047.659;511.73221;1.459123;55.168194;386.63268999999997;383.27140999999995;3.3612830000000002;0.0;0.0;0.0;0.0;0.0;422.86965;9.636448999999999;85.436301;0.0;1.3077370000000001;0.0;0.0;14.273832;2.1543699999999997;63.62544200000001;2.976612;5.0;VALOR
LOMO E.I.ENVASADO;;1573.9850099999996;263.767704;17.015586;261.458509;732.62803;661.89588;70.732151;0.0;0.632111;19.781667000000002;0.0;0.0;199.777442;22.198706;21.268912;0.0;9.374051;4.609287999999999;4.803414999999999;8.686950000000001;102.576492;124.65480199999999;21.216636;5.0;VALOR
OTRAS SALAZONES;;16531.736999999997;4316.1286;44.994214;1636.1520300000002;9974.976499999999;8012.3441;1962.63228;12.670142;1.162767;23.244039;0.0;0.0;3806.2651000000005;21.131025;350.439667;1.348943;1.970999;10.85894;12.104778999999999;48.418846;40.895109;282.1795690000001;143.61525699999999;3.0;VALOR
O.SALAZONES AL COR;;7370.405399999999;3929.6744999999996;17.069018;599.59382;2522.1836000000003;2299.8011000000006;222.382314;9.020924;0.0;11.068655;0.0;0.0;3458.8702000000003;18.697532000000002;328.026067;0.0;1.970999;10.85894;8.899108;46.618468;28.892218;154.482734;42.124663999999996;4.0;VALOR
O.SALAZONES ENVASA;;9161.3301;386.45406;27.925195000000006;1036.5582699999998;7452.7929;5712.5429;1740.25011;3.649218;1.162767;12.175387;0.0;0.0;347.39510200000007;2.433493;22.413612;1.348943;0.0;0.0;3.205671;1.800378;12.002882;127.696833;101.490603;4.0;VALOR
TOCINO Y MANTECA;;18026.317;1272.89675;44.50313499999999;2056.7841;13813.409600000003;10831.7847;2981.6249000000003;1.2032850000000002;29.264140999999995;12.265391999999999;2.650882;0.23450200000000002;882.99214;37.404968999999994;195.48418;12.5371;16.548454;4.054795;28.092804999999995;11.604432;32.575421999999996;402.70965;342.1622;3.0;VALOR
TOCINO;;1672.1883500000001;706.6547099999999;6.439641999999999;107.305022;729.48963;662.1902700000002;67.299364;0.0;0.0;7.2640150000000006;0.0;0.0;571.37058;15.697088000000003;89.34913200000001;0.0;0.0;0.0;5.154954;11.604432;10.139214;52.791665;24.802947000000003;4.0;VALOR
CHORIZOS;;39487.262;5365.7464;153.374202;5183.5577;26235.142;20499.590000000004;5735.552199999999;23.638715;3.071901;44.315321000000004;0.0;5.173519;4016.4136;223.06688799999998;688.6368299999999;6.661568999999999;74.081466;8.413017;193.00956100000002;330.776496;452.63558;997.5411899999999;501.10371;3.0;VALOR
CHOR.IBERICO;;4895.443799999999;1119.31378;34.764078999999995;497.72145000000006;2704.9303;2374.4788;330.45153;0.0;0.561937;2.537132;0.0;0.687297;842.9863499999999;54.647214999999996;163.72446;2.2644119999999996;37.44897799999999;3.105154;6.986375999999999;22.344589999999997;128.228388;285.606347;45.350463000000005;4.0;VALOR
CHOR.NORMAL;;34591.818;4246.4328000000005;118.610113;4685.8366;23530.213000000003;18125.114;5405.1008;23.638715;2.5099620000000002;41.778189000000005;0.0;4.486222;3173.4271;168.419665;524.91236;4.397157;36.63249299999999;5.307862999999999;186.02318400000001;308.43190400000003;324.40718699999996;711.93487;455.75327000000004;4.0;VALOR
CHORIZO DE PAVO;;524.8979299999999;45.152257;1.5581990000000001;58.61054599999999;389.00465;382.8729;6.131763;0.0;0.0;0.0;0.0;0.0;41.908941000000006;3.3244119999999997;2.125242;0.0;0.0;0.0;0.0;0.0;0.0;4.01627;23.231599;4.0;VALOR
