Alimentos;;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;+ 50 AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;NORESTE;LEVANTE;ANDALUCIA;CENTRO-SUR;CASTILLA Y LEON;NOROESTE;NORTE;T.CANARIAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;Nivel;Hoja
CARNE FRESCA;;9075551.7;2255272.3000000003;1304434.84;2305860.6;1302457.6199999999;1907526.3000000003;7039038.100000001;755844.8500000001;1280668.5699999998;4544997.1;4530554.6;467382.03;2436391.6999999997;3333123.5;2838654.3;6171777.700000001;1478058.1000000003;2559232.6000000006;2219196.5;2819064.4999999995;2134710.5;1242786.53;1343387.2200000002;1808747.8;606655.27;770265.7100000001;890822.41;278176.36999999994;668094.2400000001;1437158.1;3537985.9;2065933.2;1366380.1;185170.08000000002;395328.31;756005.38;1606406.5;1319286.27;737444.3999999999;1343226.9900000002;424570.36;2308113.4;2.0;VALOR
SALCHICHAS FRESCAS;;109777.23700000001;29777.074;16906.731;24738.083000000002;17107.055;21248.302;82221.825;9032.1002;18523.318;57483.545000000006;52293.69799999999;4375.135;30099.98;41473.442;33828.681000000004;75302.12299999999;13573.728299999999;29556.444999999996;26348.711;40298.361;43169.708;10914.539;11046.970000000001;17886.382;11452.4674;4068.62;10912.720700000002;325.833916;10014.641200000002;17936.167;43060.92599999999;21756.189000000002;17009.316;1410.8997399999998;5316.089899999999;9032.1002;22436.951;16798.889;9096.045099999998;15903.899000000003;3516.1947999999998;26266.17;3.0;VALOR
CARNE VACUNO;;1987561.2;501964.25;283842.49;523849.88999999996;264834.6699999999;413069.92;1585668.0999999999;150102.87;251790.22;962657.0800000001;1024904.1299999999;95102.22;488777.05999999994;724254.61;679427.3799999999;1403681.96;366582.29;582467.3600000001;480535.04000000004;557976.59;459253.67;222903.25999999998;211458.61;444926.29;135394.89599999998;196707.90000000002;235820.55;81096.11099999999;120503.528;277662.64;761866.06;478393.37000000005;349135.65;40344.55500000001;86972.02600000001;150102.87;318928.38;283318.97000000003;145818.39299999998;299708.53;101593.66;560773.9;3.0;VALOR
TERNERA;;1435404.0599999998;358688.15;209507.75000000003;376303.24999999994;187810.82999999996;303094.32999999996;1133827.99;113472.87999999999;188103.47999999998;704551.28;730852.9299999999;70220.306;363228.18;513495.43;488460.34;1001955.82;253004.30000000002;428168.29;352691.68;401540.01;381646.86000000004;161131.98200000002;145268.01299999998;283909.61;107335.00699999998;177511.32;150972.79;27628.750999999997;93577.80399999999;212922.52000000002;546998.6799999999;337684.65;244220.61;30480.916999999998;64140.598999999995;113472.87999999999;235112.90000000002;197672.77999999997;108784.03700000001;218074.20999999996;66418.179;401247.76;4.0;VALOR
AÑOJO;;435493.29999999993;115285.008;55248.09299999999;119280.658;59841.623999999996;85837.91;357226.12000000005;27500.731999999996;50766.423;200492.72;235000.58000000002;18595.567;97015.43000000001;166514.61;153367.693;319882.2899999999;88510.79199999999;119663.723;101225.83299999998;126092.96299999999;53620.614;50371.72;54875.933;133080.115;21177.231;14362.701799999999;62268.49;45736.504;19506.727;50142.65499999999;174176.06000000003;109934.437;81733.442;6797.264099999999;17843.381;27500.731999999996;67630.22200000001;68801.623;29310.488999999994;64577.75800000001;26720.425;126311.433;4.0;VALOR
MAYOR;;116663.71399999999;27991.126;19086.662;28265.991000000005;17182.240999999998;24137.69;94614.11900000002;9129.2598;12920.326;57613.122;59050.590000000004;6286.3482;28533.459000000003;44244.59;37599.316999999995;81843.902;25067.185;34635.381;26617.525;30343.615999999995;23986.203;11399.5475;11314.691799999999;27936.555999999997;6882.663599999999;4833.8807;22579.306900000003;7730.8588;7418.9961;14597.4568;40691.345;30774.294;23181.62;3066.37424;4988.0468;9129.2598;16185.231100000003;16844.5963;7723.865699999999;17056.5591;8455.0544;33214.721999999994;4.0;VALOR
CARNE POLLO;;2609081.6;677789.96;395290.93000000005;650795.6;369914.72000000003;515290.35;1942214.8;257241.95;409624.88;1381533.8;1227547.6800000002;159927.35000000003;779845.9500000001;961267.8300000001;708040.4800000001;1669308.2;399251.91000000003;672607.1399999999;650291.52;886931.0;586712.02;384736.89999999997;456425.56000000006;520396.34;148815.11000000002;194267.78;235085.92;82641.947;178206.18;410285.9600000001;1040973.4799999999;595977.82;383638.12;61531.573000000004;124972.90799999998;257281.91999999998;503326.67;391338.12999999995;235578.90999999997;346967.88;121464.667;566618.96;3.0;VALOR
POLLO ENTERO;;449418.68;108122.422;66142.439;107757.67599999999;60545.337999999996;106850.814;355691.78;35322.212;58404.684;209253.25000000003;240165.45;22826.697999999997;105575.708;163004.55000000002;158011.76;321016.3;66829.23;131490.991;109633.444;141465.024;102597.51399999997;77800.30699999999;72828.541;75550.298;27343.738;45571.617999999995;35400.179000000004;12326.5011;38443.791;89235.70000000001;182130.42;87062.59200000002;52546.207;7797.0978;17029.444000000003;35322.212;73992.22;66999.08200000001;35137.609;67585.25200000001;14257.1355;131298.644;4.0;VALOR
POLLO FILETES;;514612.1499999999;145015.5;79247.945;128419.136;67385.05900000001;94544.547;377142.31;51039.015;86430.849;284861.23;229750.93000000002;34635.563;164483.35;188131.38;127361.861;315493.2400000001;82942.47;123948.46900000001;130433.916;177287.33000000002;112562.442;65729.439;86627.13999999998;112025.68000000001;26947.92;37589.65;47294.91499999999;25835.004999999997;32222.009000000002;68445.505;203442.63999999998;126315.45099999999;84186.58200000001;16070.476;27571.763;51039.015;104573.39600000001;75959.162;48090.647;64763.008;27371.137;99173.569;4.0;VALOR
POLLO POR PIEZAS;;1645050.7000000004;424652.04000000004;249900.55000000002;414618.79999999993;241984.33000000002;313894.99;1209380.7200000002;170880.74;264789.33999999997;887419.37;757631.38;102465.07999999999;509786.89999999997;610131.94;422666.86;1032798.7799999999;249480.22;417167.68000000005;410224.19000000006;568178.66;371552.07;241207.16000000003;296969.91000000003;332820.39999999997;94523.45;111106.505;152390.84000000003;44480.439;107540.37500000001;252604.77999999997;655400.4500000001;382599.79000000004;246905.35;37663.998999999996;80371.70200000002;170920.71;324761.05000000005;248379.88999999998;152350.68;214619.62000000002;79836.388;336146.72;4.0;VALOR
CARNE CONEJO;;224113.05999999997;46686.486000000004;30717.725;53561.200000000004;33244.744;59902.91900000001;194677.81;11503.564100000001;17931.697;87623.708;136489.377;8331.1626;40049.188;75653.481;100079.23399999998;175732.71999999997;45975.44499999999;81261.423;50958.676999999996;45917.527;64761.759999999995;39916.808000000005;21506.722999999998;31981.303999999996;14355.914;19801.949;26258.349;5530.269799999999;20999.352;41675.423;82428.168;48050.728;30959.4;3445.2999;8452.8051;11503.564100000001;24644.982;27500.827;11504.0743;43017.863999999994;10303.0282;83740.62800000001;3.0;VALOR
CARNE OVINO/CAPRINO;;548724.18;114027.29499999998;72340.307;131207.799;79421.417;151727.385;472013.57000000007;25903.222999999998;50807.41500000001;231094.13999999996;317630.06;19149.8551;106132.103;185489.18000000002;237953.1;423442.27;110294.833;200685.479;124759.61200000001;112984.29500000001;156522.327;77402.76299999999;46160.827000000005;117549.443;46073.822;40204.157999999996;61571.532999999996;3239.3725299999996;52884.036;93600.90400000001;193666.07;118110.09599999999;90463.125;9071.305199999999;19248.5337;25903.222999999998;66939.707;67962.773;32044.016000000003;99993.10399999999;25107.639000000003;202453.90999999997;3.0;VALOR
CORDERO;;482380.16000000003;98146.706;62784.437999999995;118243.23800000001;69652.073;133553.715;413993.84;23499.966;44886.372;200739.78;281640.39;17219.875400000004;95229.47800000002;157785.522;212145.28999999998;369930.81000000006;97231.24399999999;177116.998;110699.197;97332.727;136074.926;72056.928;41592.634999999995;106249.296;38838.291;30385.6662;54713.096;2469.33144;47427.916;79930.73;170681.61999999997;105341.17800000001;78998.74500000001;8106.0361;17287.1725;23499.966;56139.137;58348.966;28000.288;88851.95599999999;22681.272;179465.36699999997;4.0;VALOR
CABRITO;;54700.366;14259.5878;7122.897499999999;10359.278600000001;7704.84004;15253.7598;48388.485;1610.88048;4701.00597;24645.2404;30055.125099999997;1257.68365;8553.881000000001;22178.3397;22710.4615;44888.803;10840.8753;21918.9243;9013.72002;12926.846500000001;18298.659099999997;4103.05761;3857.0643899999995;9262.85592;3071.3903099999998;9388.1954;6026.64639;692.4963270000001;3165.1621299999997;11659.033879999999;19782.8886;10235.4452;9857.83695;596.58523;1819.9098199999999;1610.88048;9465.5749;6278.9303;3482.99662;9017.4442;1758.0349900000003;20670.0107;4.0;VALOR
OTRO OVINO/CAPRINO;;11643.6753;1621.00661;2432.96818;2605.283383;2064.5013799999997;2919.91577;9631.2603;792.3760189999999;1220.0396099999998;5709.133599999999;5934.5417;672.2962349999999;2348.7397;5525.297799999999;3097.3418490000004;8622.639899999998;2222.72245;1649.5433499999997;5046.691820000001;2724.71798;2148.72286;1242.77254;711.12024;2037.2925500000001;4164.1394;430.29283;831.7904900000001;77.544769;2290.95205;2011.14042;3201.5654589999995;2533.47156;1606.5462199999997;368.68399999999997;141.452295;792.3760189999999;1334.9875200000001;3334.87616;560.73343;2123.70215;668.33076;2318.532799;4.0;VALOR
OVINO/CAPRINO ENTE;;125009.13900000001;31102.028400000003;13372.857100000001;28831.7523;18579.254399999998;33123.255999999994;102631.31700000001;6147.632239999999;16230.1897;54720.80499999999;70288.343;4612.2429999999995;24977.539099999998;45225.962999999996;50193.399000000005;95419.36;14146.3249;49355.979300000006;28037.120600000002;33469.717599999996;22475.8959;10355.84976;5748.697970000001;33036.5644;18274.905300000002;17950.523299999997;17116.7566;49.944559999999996;14911.001899999997;22632.773800000003;46049.681;26964.613600000004;14451.072799999998;459.5528;2421.35246;6147.632239999999;22653.0333;14455.872599999999;7859.299800000001;24880.2463;2363.47622;43768.6768;4.0;VALOR
OVINO/CAPRINO PIEZ;;423715.06;82925.268;58967.44799999999;102376.04800000001;60842.159;118604.133;369382.22000000003;19755.592;34577.227;176373.33000000002;247341.74000000002;14537.613100000002;81154.564;140263.205;187759.68999999997;328022.89999999997;96148.51399999998;151329.50100000002;96722.48599999999;79514.57400000001;134046.397;67046.908;40412.123;84512.87999999999;27798.915999999997;22253.6309;44454.774999999994;3189.42802;37973.027;70968.13;147616.408;91145.478;76012.057;8611.752400000001;16827.1818;19755.592;44286.67199999999;53506.901000000005;24184.716;75112.86;22744.161;158685.24;4.0;VALOR
CARNE CERDO;;2716921.5999999996;670343.7799999999;385779.85;687635.6;404721.86;568440.4600000001;2089847.9;221819.86999999997;405253.85;1377608.9800000002;1339312.5799999998;126452.369;739010.1100000001;1034044.8299999998;817414.2500000001;1851459.2;397511.6;742803.09;669306.8;907300.0199999999;630907.71;368681.11000000004;460827.35000000003;511278.7900000001;195422.15000000002;247378.45;226169.1;76256.913;224419.12999999998;462861.64;1066909.7599999998;592137.66;370593.38;47333.294;108859.917;221940.42999999996;517602.93999999994;412548.31000000006;225863.63999999998;413950.31;121849.26799999998;646973.4800000001;3.0;VALOR
CARNE CERDO ADOBAD;;270890.94000000006;70746.053;40363.748;68356.2;40233.485;51191.453;200534.49;25007.273999999998;45349.168;151942.26;118948.68800000001;13519.201000000003;88939.652;106579.07800000001;61853.013;168432.08;39716.599;64566.395;69559.08399999999;97048.86600000001;40284.02;29883.736;29935.376;80049.144;32720.129;19082.425999999996;31505.870000000003;7430.2412;20783.940000000002;39761.638;96795.40499999998;68285.34800000001;45264.608;6779.625899999999;12494.71;25007.273999999998;56752.484;44902.276000000005;23731.042999999998;36953.197;14326.6806;49943.65299999999;4.0;VALOR
CARN.CERDO IBERICO;;157905.797;40550.50199999999;23285.990000000005;39132.926999999996;21900.387000000006;33035.994;129987.72000000002;7836.691199999999;20081.394000000004;74705.82800000001;83199.973;4184.1269;33778.87;61958.082;57984.722;119942.79400000001;28416.618000000002;48090.412;30371.128000000004;51027.645;34761.87;13709.5431;50715.07600000001;28250.624999999996;9025.778899999998;7688.3601;10033.2747;3721.27444;9844.2834;24257.36;64159.803;34063.068;25581.287999999997;1724.0884199999998;4734.114799999999;7836.691199999999;25114.292999999998;24854.380999999998;8915.1379;26158.949999999997;7864.345399999999;50703.80499999999;4.0;VALOR
CARNE DESPOJOS;;160276.023;29113.529000000002;19677.144599999996;41203.166;27563.252;42718.918;138644.93099999998;7137.354200000001;14493.736300000002;65141.70099999999;95134.304;4276.5012;29339.394999999997;57738.10799999999;68922.00499999999;126660.094;30781.548;55182.78199999999;39172.157999999996;35139.524;41362.439999999995;23425.785;20928.43;28468.262000000002;17379.820999999996;12117.772299999999;14742.5827;1850.9172700000001;14505.4659;26420.008;62621.134000000005;34473.46799999999;22255.9301;2483.2356099999997;5681.545999999999;7137.354200000001;17382.7491;22000.1628;10741.47;28108.573;7514.7543;59226.162;3.0;VALOR
DESPOJOS CERDO;;78343.201;14879.1255;9548.470700000002;18834.2218;13578.3193;21503.0627;67814.70000000001;3300.1423;7228.359100000001;32390.911;45952.291000000005;2130.7606800000003;14439.1724;29027.654000000002;32745.617;61773.27100000001;15038.0047;25230.268;19584.690300000002;18490.2397;22841.321;10177.3825;12095.1984;12955.379;9038.2861;5025.116759999999;5963.1777;247.34042599999998;7427.2866;14591.087000000001;31662.373;15374.8853;9287.5702;907.5773700000001;2683.9406;3300.1423;9215.115899999999;11061.710999999998;6199.989;13391.421299999998;3362.7823000000003;28220.522;4.0;VALOR
DESPOJOS CORDERO;;11555.9389;1672.7314299999998;1198.8161499999999;3631.2867000000006;1686.9966099999997;3366.1081999999997;10405.4529;414.7404;735.7459600000001;4311.238;7244.701300000001;211.610527;1533.3743800000002;3900.1309;5910.8234999999995;9810.9543;2671.6271;4557.231000000002;2658.0629999999996;1669.01834;3489.8847399999995;1978.4738800000005;727.6036799999999;2754.1847999999995;1172.03587;105.91759199999998;1325.4405199999999;2.398186;1022.762158;1924.0094100000001;3838.7468000000003;2391.47513;2378.9462;185.349592;232.80523900000003;414.7404;766.85421;1163.36469;569.4211300000001;2381.71214;486.27447600000005;5355.4175;4.0;VALOR
DESPOJOS POLLO;;27527.942000000003;5118.4488;4020.6713000000004;6968.6788;4376.508000000001;7043.6332999999995;23535.020999999997;1421.9860599999997;2570.9318999999996;11804.7922;15723.148299999999;645.3713060000001;6089.6984;10451.111599999998;10341.7589;20792.873;5361.303000000001;9352.0339;6446.217900000001;6368.3856000000005;6544.787499999999;6667.2941;4799.2981;4712.0731;1222.67094;1850.3478699999996;1094.2708400000001;637.1982399999999;2099.25271;4663.353;11268.2486;5361.4149;4135.6714999999995;951.18787;1070.74974;1421.9860599999997;3038.8832;3670.2306;1492.3588999999997;5440.6738000000005;1482.24507;8959.6251;4.0;VALOR
DESPOJOS TERNERA;;37489.202;5965.1771;4257.624699999999;10610.240800000001;7085.3064;9570.8529;32562.853;1612.8245599999998;3313.5217000000002;14107.6185;23381.582100000003;986.45566;5956.358;12676.1741;17870.2134;30546.387000000002;6872.912200000001;14243.654299999998;8954.357899999999;7418.2748;6890.769499999999;3395.83345;2780.8681;7226.815100000002;5660.2611;4919.6188;5932.6601;682.3726429999999;3599.7248;4722.9361;13517.852400000002;10208.574100000002;5440.1127;307.798338;1376.8213400000002;1612.8245599999998;3621.2983999999997;5446.6428;2093.84573;6070.7417;2055.89815;14903.329499999998;4.0;VALOR
DESPOJOS OT.PROCED;;5359.7257;1478.0456200000003;651.560015;1158.7373619999998;836.1216099999999;1235.2608699999998;4326.88748;387.66075;645.17741;2527.1396099999997;2832.5857699999997;302.30273300000005;1320.79169;1683.0384199999999;2053.5927300000003;3736.63118;837.699955;1799.5932109999999;1528.8272900000002;1193.60478;1595.6772700000001;1206.8014500000002;525.4592970000001;819.8098300000001;286.56661199999996;216.77180399999997;427.03156000000007;281.607823;356.441492;518.6227279999999;2333.91229;1137.119566;1013.6295500000001;131.322465;317.22897;387.66075;740.597364;658.2137700000001;385.85539600000004;824.0219909999998;127.55466499999999;1787.2700800000002;4.0;VALOR
OTRAS CARNES FRESCA;;828873.8400000001;215346.96000000002;116786.37;217607.33000000002;122756.989;156376.25;615971.11;82136.02100000001;130766.703;439337.61;389536.24;54142.596000000005;253238.07;294675.41;226817.77999999997;521493.20000000007;127660.56399999998;224225.26;204172.72999999998;272815.28;195190.64;125719.78900000002;126079.664;154147.3;49213.573;59787.721;91174.332;27560.846;56576.58;124651.513;329521.20999999996;198790.02000000002;119334.539;20960.82;41140.585999999996;82136.02100000001;157580.93;114617.109;75893.894;111480.835;36737.388999999996;188326.28999999998;3.0;VALOR
AVESTRUZ;;1017.9982590000001;238.459472;198.598105;163.023342;251.94758399999998;165.96968199999998;854.9347949999999;60.830927;102.232363;541.4915809999999;476.50668300000007;30.481669;361.97691;328.963517;296.57615;625.539685;167.14380999999997;282.38069;277.63182900000004;290.84184300000004;300.23699;140.712795;345.503772;62.33118;61.37107099999999;49.078513;58.763886;0.0;173.73870000000002;152.420546;355.43159499999996;157.29735499999998;179.109939;91.46413;53.234242;60.830927;283.252646;43.640286;44.74719;152.44858599999998;0.0;288.38014999999996;4.0;VALOR
PAVO;;415827.02;112841.43199999999;57030.526000000005;107117.94900000001;58491.855;80345.26699999999;314125.39999999997;37990.462;63711.168;220472.97999999995;195354.07;24085.899;122756.801;150548.81;118435.52200000001;268984.36;65795.071;112507.962;108353.024;129170.98;95486.18699999999;52777.898;60860.784;74998.09999999999;25584.841999999997;33897.831999999995;54662.409;17558.982;28472.504999999997;61961.476;161902.61000000002;105638.459;57851.99600000001;10211.1736;19325.575;37990.462;77367.28600000001;57787.81;36729.935000000005;57990.38499999999;19918.966999999997;98505.446;4.0;VALOR
OTRAS AVES;;81618.09199999999;19264.707000000002;10393.0069;22478.545;11899.219500000001;17582.612600000004;63066.17799999999;7625.4736;10926.44;39418.45;42199.644;5556.5531;22314.368000000002;28842.37;24904.8031;53747.173;16565.5757;23211.193000000003;16674.5445;25166.783;20274.7224;10982.6513;16494.254399999998;16062.956000000002;4227.015600000001;4675.5925;7651.3757;1249.52374;5872.8408;12346.631800000001;33703.138000000006;17815.8447;11879.637799999999;2801.5850100000002;3995.9732;7625.4736;13529.7034;10314.4261;6487.823999999999;11048.5838;4579.9679;21234.556699999994;2.0;VALOR
CARNE CABALLO;;20867.218900000003;4928.86114;3712.3555000000006;4645.9204;3233.88706;4346.19403;18705.6978;977.6988;1183.82269;8483.6795;12383.539499999999;520.48109;2743.5087999999996;8048.6876999999995;9554.5416;17603.2281;3397.1804;8008.139899999999;3385.60319;6076.294500000001;4623.6174;8394.3865;1133.73107;1628.0802;984.2086399999998;822.4902479999998;3240.42363;40.28118;1828.3097999999998;2557.6037;9367.005799999999;4168.65534;2945.6430800000003;253.89851;545.98885;977.6988;1317.9729700000003;3981.7496;1117.19401;3643.1027299999996;265.03022;8764.582900000001;4.0;VALOR
CARNE CONGELADA;;220769.98;49047.099;30342.549999999996;61149.222;36248.269;43982.86;164312.91;24153.618;32303.453;108330.45999999999;112439.53600000001;17513.334400000003;66200.646;80524.68099999998;56531.337;137056.03;33764.12899999999;61161.834;48119.99900000001;77724.035;34105.003000000004;27105.393000000004;34951.991;41484.835999999996;10207.0394;12363.4503;12615.8128;47936.471;14901.938699999999;30530.955999999995;96714.97899999999;55087.825000000004;23534.298000000003;4116.9785;11954.3095;24165.02;40906.78200000001;31541.441000000003;20043.604;29301.898;13028.8478;45711.123;2.0;VALOR
C.CONG.POLLO;;105349.05600000001;21474.212;14232.689;30270.202;17670.755;21701.209000000003;74801.89600000001;13756.496000000001;16790.668999999998;52336.41;53012.655;10901.193299999999;34740.01;35468.464;24239.398999999998;59707.86099999999;15460.706;27891.024;22590.86;39406.475999999995;14528.266000000001;13261.2211;15574.787200000002;19311.336;4899.9728;4683.502300000001;5675.284;27414.694000000003;7293.985;15374.0219;46363.71799999999;26178.305;10139.035499999998;2405.31724;6389.132899999999;13767.898;21676.868999999995;14369.105000000001;8754.5111;12218.8017;5687.8967;20079.531;3.0;VALOR
