Alimentos;;T.ESPAÑA;TIENDA TRADICIONAL;ECONOMATO/COOPERATIVA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;TIENDA CONGELADOS;HERBORISTERIAS;VENTA A DOMICILIO;FARMACIAS;PESCADERIAS;CARNICERIA/CHARCUT;MERCADILLOS/AMBULANTES;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;RESTO CANALES;E-COMMERCE;Nivel;Hoja
ACEITUNA ENV.S/HUESO;;52.79;0.871;0.089;12.187;46.526;38.66;17.05;0.018;0.019;0.0;0.048;0.0;0.062;0.0;0.085;0.0;0.022;0.025;0.243;0.0;0.03;1.222;2.346;2.0;VALOR
ACEITUNA ENV.RELLENA;;66.113;1.268;0.294;16.471;59.619;49.926;23.655;0.214;0.019;0.0;0.156;0.031;0.153;0.072;0.07;0.0;0.032;0.098;0.153;0.0;0.028;2.122;2.978;2.0;VALOR
RESTO ACEITUNAS;;24.061;12.686;0.349;1.489;8.183;6.156;2.372;0.0;0.035;0.0;0.372;0.514;1.369;4.388;4.991;0.0;0.117;0.195;5.355;0.66;0.387;3.24;0.546;2.0;VALOR
TOTAL VINOS;;82.882;8.714;1.103;29.863;74.883;67.771;33.9;0.444;0.099;0.027;0.775;0.078;0.745;0.052;0.75;0.008;0.336;4.832;1.019;0.207;0.83;11.948;4.58;1.0;VALOR
MENOS 75 CL;;13.169;0.579;0.032;2.22;10.694;9.819;1.613;0.0;0.016;0.0;0.0;0.024;0.055;0.0;0.057;0.0;0.041;0.398;0.049;0.0;0.0;0.577;0.269;2.0;VALOR
75 CL;;70.305;5.623;0.578;25.246;61.539;54.129;27.81;0.486;0.084;0.027;0.502;0.058;0.439;0.052;0.336;0.008;0.129;3.176;0.488;0.092;0.391;10.3;3.377;2.0;VALOR
1 LITRO;;39.408;2.222;0.396;7.564;34.61;30.01;10.749;0.039;0.0;0.0;0.276;0.0;0.14;0.0;0.413;0.0;0.162;0.839;0.369;0.0;0.127;1.835;1.382;2.0;VALOR
BOTELLA;;7.203;1.004;0.162;0.888;5.547;5.188;0.519;0.0;0.0;0.0;0.043;0.0;0.042;0.0;0.31;0.0;0.102;0.452;0.224;0.0;0.138;0.616;0.204;3.0;VALOR
CARTON;;34.762;0.904;0.219;6.814;31.257;26.745;10.433;0.039;0.0;0.0;0.053;0.0;0.147;0.0;0.128;0.0;0.07;0.035;0.158;0.0;0.0;1.178;1.254;3.0;VALOR
OTROS 1 LITRO;;1.789;0.569;0.059;0.172;0.402;0.324;0.079;0.0;0.0;0.0;0.209;0.0;0.0;0.0;0.01;0.0;0.0;0.56;0.0;0.0;0.017;0.699;0.0;3.0;VALOR
MAYOR 1 LITRO;;9.793;2.594;0.432;1.506;5.819;5.148;1.339;0.012;0.0;0.0;0.148;0.007;0.193;0.0;0.198;0.0;0.014;2.016;0.299;0.111;0.442;1.241;0.292;2.0;VALOR
BOTELLA;;6.019;1.118;0.123;0.903;3.914;3.22;1.104;0.0;0.0;0.0;0.164;0.0;0.1;0.0;0.056;0.0;0.014;0.84;0.127;0.0;0.228;0.753;0.247;3.0;VALOR
CARTON;;0.269;0.0;0.02;0.0;0.27;0.27;0.0;0.0;0.0;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;VALOR
BAG IN BOX;;1.299;0.128;0.011;0.519;0.676;0.545;0.198;0.012;0.0;0.0;0.0;0.0;0.009;0.0;0.0;0.0;0.0;0.06;0.053;0.0;0.0;0.076;0.058;3.0;VALOR
OTS.MAYOR LITRO;;4.772;1.803;0.343;0.386;2.352;2.268;0.197;0.0;0.0;0.0;0.028;0.007;0.079;0.0;0.198;0.0;0.0;1.466;0.204;0.111;0.279;0.609;0.148;3.0;VALOR
T.VINOS CON DOP+IGP;;68.542;6.124;0.746;25.278;59.177;51.724;26.401;0.511;0.062;0.0;0.374;0.058;0.428;0.025;0.45;0.0;0.18;3.985;0.402;0.092;0.525;10.311;3.28;2.0;VALOR
VINOS CON DOP;;66.332;4.488;0.535;24.162;57.517;50.176;25.27;0.338;0.062;0.0;0.325;0.058;0.419;0.024;0.167;0.0;0.107;2.697;0.219;0.048;0.326;9.089;2.969;3.0;VALOR
VINOS TRANQUILOS;;54.597;3.211;0.419;19.634;46.517;38.819;20.827;0.243;0.052;0.0;0.245;0.034;0.294;0.024;0.064;0.0;0.062;1.944;0.163;0.0;0.216;7.142;2.333;4.0;VALOR
TRANQUILO NACIONA;;53.711;3.114;0.419;19.389;45.538;37.957;20.416;0.243;0.052;0.0;0.245;0.034;0.294;0.024;0.064;0.0;0.062;1.91;0.163;0.0;0.216;7.043;2.318;5.0;VALOR
TRANQUILO EXTRANJ;;4.869;0.192;0.0;0.699;4.155;2.758;1.551;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.117;0.0;0.0;0.0;0.186;0.014;5.0;VALOR
TRANQUILO TINTO;;42.694;2.356;0.275;14.521;34.893;28.696;15.143;0.021;0.03;0.0;0.197;0.0;0.227;0.0;0.067;0.0;0.08;1.508;0.075;0.0;0.185;5.989;1.803;5.0;VALOR
TRANQUILO BLANCO;;34.091;1.78;0.222;10.326;27.782;21.887;10.874;0.246;0.022;0.0;0.092;0.034;0.165;0.024;0.044;0.0;0.026;1.032;0.164;0.0;0.045;3.514;0.926;5.0;VALOR
TRANQUILO ROSADO;;6.595;0.259;0.032;1.55;5.359;4.122;1.653;0.028;0.0;0.0;0.0;0.0;0.022;0.0;0.0;0.0;0.008;0.151;0.0;0.0;0.03;0.325;0.101;5.0;VALOR
ESPUM(IN.CAVA)+GAS;;31.032;1.582;0.187;7.098;23.899;20.021;7.392;0.131;0.008;0.0;0.144;0.016;0.034;0.0;0.113;0.0;0.047;1.073;0.073;0.0;0.193;4.572;0.759;4.0;VALOR
ESPUMOSOS(IN.CAVA;;30.875;1.582;0.187;7.01;23.779;19.87;7.384;0.131;0.008;0.0;0.144;0.016;0.034;0.0;0.113;0.0;0.047;1.073;0.073;0.0;0.193;4.568;0.747;5.0;VALOR
GASIFICADOS;;0.594;0.0;0.0;0.119;0.448;0.437;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013;0.013;5.0;VALOR
VINOS DE AGUJA;;3.749;0.08;0.007;1.018;2.713;2.09;0.626;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.064;0.0;0.0;0.0;0.125;0.094;4.0;VALOR
VINOS LICOROSOS;;17.383;0.635;0.124;3.735;13.885;12.283;2.979;0.005;0.016;0.0;0.022;0.009;0.139;0.0;0.017;0.0;0.029;0.311;0.021;0.048;0.0;0.99;0.52;4.0;VALOR
VINOS CON I.G.P.;;16.566;2.477;0.39;3.923;10.233;6.779;4.329;0.183;0.0;0.0;0.064;0.0;0.031;0.009;0.312;0.0;0.103;1.982;0.184;0.041;0.273;3.074;0.681;3.0;VALOR
OTROS VINOS DOP/IGP;;3.015;0.024;0.0;0.272;2.734;1.774;1.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024;0.0;0.0;0.0;0.056;0.082;3.0;VALOR
V.DESALCOHOL.DOP/I;;0.434;0.024;0.0;0.079;0.366;0.243;0.135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024;0.0;0.0;0.0;0.0;0.0;4.0;VALOR
T.VINOS SIN DOP/IGP;;60.023;4.497;0.591;11.893;52.829;45.902;17.429;0.097;0.041;0.027;0.515;0.02;0.391;0.035;0.372;0.008;0.18;2.315;0.71;0.111;0.434;3.972;2.101;2.0;VALOR
NACIONAL;;57.408;3.176;0.457;11.727;50.845;44.232;16.181;0.097;0.041;0.027;0.396;0.024;0.322;0.035;0.201;0.008;0.165;1.273;0.611;0.0;0.185;3.4;2.025;3.0;VALOR
EXTRANJERO;;6.992;0.072;0.0;0.227;6.573;4.719;2.364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.16;0.112;3.0;VALOR
OTROS VINOS;;2.889;1.629;0.179;0.08;0.408;0.358;0.06;0.0;0.0;0.0;0.255;0.007;0.067;0.0;0.18;0.0;0.033;1.32;0.106;0.111;0.279;0.499;0.0;3.0;VALOR
TINTO;;22.412;2.567;0.319;3.296;18.074;15.566;4.814;0.012;0.041;0.027;0.375;0.024;0.208;0.007;0.211;0.0;0.072;1.669;0.339;0.092;0.416;1.68;0.543;3.0;VALOR
BLANCO;;50.974;2.61;0.362;9.482;44.487;38.219;13.545;0.111;0.041;0.0;0.258;0.007;0.175;0.0;0.182;0.008;0.095;1.233;0.38;0.014;0.115;2.691;1.704;3.0;VALOR
ROSADO;;9.76;0.407;0.057;1.086;8.297;6.357;2.69;0.0;0.0;0.0;0.01;0.011;0.014;0.036;0.0;0.0;0.0;0.372;0.008;0.0;0.018;0.403;0.162;3.0;VALOR
OT.VINOS SIN DOP/IG;;1.733;0.015;0.035;0.282;1.371;1.332;0.047;0.0;0.0;0.0;0.011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.115;0.068;3.0;VALOR
V.DESALCOH.SIN D/I;;1.713;0.015;0.035;0.282;1.371;1.332;0.047;0.0;0.0;0.0;0.011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08;0.068;4.0;VALOR
BEBIDAS DERIVADAS VI;;38.372;1.478;0.321;10.232;32.611;25.16;14.031;0.078;0.0;0.024;0.158;0.007;0.086;0.0;0.106;0.0;0.027;1.024;0.159;0.0;0.027;2.131;1.481;1.0;VALOR
VERMOUT;;18.195;1.367;0.119;5.023;14.066;10.521;5.68;0.018;0.0;0.024;0.077;0.007;0.063;0.0;0.106;0.0;0.0;1.043;0.084;0.0;0.027;1.232;0.746;2.0;VALOR
SANGRIA;;3.523;0.091;0.032;0.664;2.858;1.995;1.2;0.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008;0.0;0.0;0.0;0.047;0.161;2.0;VALOR
TINTO DE VERANO;;16.844;0.2;0.189;3.882;14.353;10.329;5.811;0.0;0.0;0.0;0.029;0.0;0.023;0.0;0.0;0.0;0.005;0.0;0.062;0.0;0.0;0.601;0.45;2.0;VALOR
BEB.DERI.SIN ALCOHOL;;12.898;0.137;0.118;2.436;11.35;8.403;4.305;0.0;0.0;0.0;0.063;0.0;0.0;0.0;0.0;0.0;0.032;0.066;0.019;0.0;0.0;0.34;0.328;2.0;VALOR
CERVEZAS;;85.441;3.561;1.138;36.356;77.942;70.851;38.386;0.142;0.158;0.0;0.603;0.012;0.3;0.011;0.223;0.013;0.425;0.947;0.638;0.0;0.048;8.752;6.415;1.0;VALOR
CERVEZA CON ALCOHOL;;79.771;3.225;1.004;32.356;71.775;64.266;34.497;0.14;0.128;0.0;0.494;0.012;0.223;0.011;0.179;0.013;0.41;0.907;0.596;0.0;0.048;7.757;5.735;2.0;VALOR
CERVEZA SIN ALCOHOL;;45.608;0.824;0.422;14.547;38.533;33.201;13.665;0.021;0.052;0.0;0.175;0.0;0.08;0.0;0.053;0.0;0.017;0.147;0.104;0.0;0.0;2.573;2.112;2.0;VALOR
CERVEZA ARTESANALES;;2.565;0.033;0.0;1.019;1.648;0.741;1.011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.033;0.0;0.0;0.0;0.028;0.141;2.0;VALOR
SIDRAS;;25.798;0.53;0.173;7.647;20.001;16.489;5.752;0.0;0.041;0.0;0.06;0.0;0.041;0.0;0.0;0.0;0.063;0.306;0.015;0.0;0.041;1.559;0.779;1.0;VALOR
SIDRAS SIN ALCOHOL;;2.287;0.0;0.0;0.845;1.466;1.439;0.069;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.072;0.099;2.0;VALOR
T.BEBIDAS ESPIRITUOSA;;43.878;1.887;0.461;14.811;33.437;28.364;10.398;0.0;0.0;0.0;0.265;0.021;0.094;0.054;0.109;0.0;0.054;1.233;0.076;0.0;0.022;4.763;1.648;1.0;VALOR
BRANDY;;10.526;0.234;0.081;2.696;7.998;6.132;2.215;0.0;0.0;0.0;0.0;0.0;0.0;0.053;0.01;0.0;0.0;0.17;0.0;0.0;0.0;0.569;0.203;2.0;VALOR
WHISKY;;10.049;0.313;0.059;3.371;6.638;5.815;1.502;0.0;0.0;0.0;0.058;0.0;0.0;0.0;0.0;0.0;0.005;0.138;0.0;0.0;0.0;1.674;0.436;2.0;VALOR
GINEBRA;;12.267;0.275;0.068;4.355;7.557;6.244;1.934;0.0;0.0;0.0;0.021;0.0;0.0;0.0;0.0;0.0;0.008;0.227;0.0;0.0;0.018;1.788;0.38;2.0;VALOR
RON;;8.989;0.144;0.04;2.699;6.239;5.271;1.506;0.0;0.0;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.031;0.0;0.0;0.0;0.997;0.261;2.0;VALOR
ANIS;;6.893;0.326;0.047;1.677;4.774;4.106;0.948;0.0;0.0;0.0;0.028;0.0;0.0;0.0;0.035;0.0;0.0;0.082;0.051;0.0;0.0;0.51;0.226;2.0;VALOR
OTR.BEB.ESPIRITUOSAS;;24.848;1.137;0.271;7.009;18.198;14.579;5.377;0.0;0.0;0.0;0.169;0.021;0.094;0.002;0.068;0.0;0.043;0.809;0.025;0.0;0.006;1.95;0.754;2.0;VALOR
COMBINADS&DERIVADOS;;8.588;0.152;0.056;2.434;6.14;4.129;2.321;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.0;0.095;0.0;0.0;0.0;0.584;0.237;1.0;VALOR
COMB&DERIV.SIN ALC;;4.731;0.015;0.018;0.983;3.62;2.779;1.088;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016;0.0;0.0;0.0;0.229;0.119;2.0;VALOR
VINAGRE;;74.826;1.925;0.37;20.056;65.311;56.647;20.177;0.0;0.239;0.0;0.036;0.009;0.019;0.0;0.102;0.0;0.108;0.094;0.552;0.0;0.086;2.84;2.8;1.0;VALOR
VINAGRE DE VINO;;50.264;1.286;0.188;11.381;42.25;36.09;11.025;0.0;0.017;0.0;0.024;0.009;0.005;0.0;0.091;0.0;0.108;0.094;0.364;0.0;0.065;1.548;1.529;2.0;VALOR
VINAGRE BALSAMICO;;28.876;0.294;0.073;6.364;24.221;19.741;6.829;0.0;0.008;0.0;0.006;0.0;0.014;0.0;0.012;0.0;0.0;0.0;0.141;0.0;0.022;0.776;1.057;2.0;VALOR
OTROS VINAGRES;;31.434;0.512;0.125;7.504;25.653;20.693;7.175;0.0;0.222;0.0;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.133;0.0;0.0;1.114;0.867;2.0;VALOR
TOTAL ZUMO Y NECTAR;;75.405;1.885;0.598;23.566;70.143;62.188;32.233;0.036;0.311;0.019;0.293;0.019;0.232;0.014;0.094;0.018;0.21;0.133;0.293;0.023;0.029;3.635;4.534;1.0;VALOR
ZUMO FRUTA REFRI/EXP;;36.233;0.386;0.022;7.483;33.217;25.059;15.888;0.0;0.19;0.0;0.053;0.0;0.0;0.014;0.0;0.01;0.069;0.066;0.078;0.023;0.0;0.494;1.603;2.0;VALOR
ZUMO CONCENTRADO;;33.144;0.4;0.135;7.027;29.426;23.411;11.173;0.0;0.09;0.019;0.031;0.0;0.054;0.0;0.026;0.0;0.025;0.0;0.056;0.0;0.02;0.927;1.218;2.0;VALOR
Z.C.NARANJA Y MEZCL;;6.799;0.072;0.006;1.451;5.547;3.678;2.177;0.0;0.019;0.019;0.0;0.0;0.0;0.0;0.0;0.0;0.011;0.0;0.021;0.0;0.007;0.092;0.241;3.0;VALOR
Z.C.MELOCOTON Y MEZ;;12.623;0.153;0.014;2.284;11.02;7.834;4.421;0.0;0.03;0.0;0.015;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.018;0.0;0.0;0.251;0.38;3.0;VALOR
Z.C.PIÑA Y MEZCLAS;;12.534;0.087;0.087;1.487;11.254;10.819;0.645;0.0;0.033;0.0;0.017;0.0;0.018;0.0;0.026;0.0;0.0;0.0;0.0;0.0;0.0;0.231;0.42;3.0;VALOR
Z.C. OTROS;;19.528;0.208;0.044;4.19;16.524;11.195;7.665;0.0;0.055;0.0;0.0;0.0;0.036;0.0;0.0;0.0;0.0;0.0;0.019;0.0;0.014;0.54;0.74;3.0;VALOR
NECTARES;;47.358;0.795;0.215;12.541;42.057;37.116;13.658;0.0;0.029;0.0;0.101;0.0;0.12;0.0;0.015;0.009;0.075;0.046;0.136;0.0;0.01;1.74;2.174;2.0;VALOR
NEC.LIGHT O S.AZUC.;;40.079;0.585;0.128;8.863;35.553;31.199;10.263;0.0;0.015;0.0;0.053;0.0;0.09;0.0;0.015;0.0;0.075;0.018;0.062;0.0;0.0;1.363;1.574;3.0;VALOR
ZUMOS DE HORTALIZAS;;4.389;0.017;0.016;0.755;3.756;3.312;0.689;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.118;0.206;2.0;VALOR
ZUMO Y NECTAR RESTO;;31.472;0.668;0.356;7.039;27.45;22.13;10.019;0.036;0.169;0.0;0.118;0.019;0.092;0.0;0.073;0.0;0.052;0.036;0.048;0.0;0.0;1.055;1.116;2.0;VALOR
HORCHATAS;;26.617;0.492;0.269;5.998;23.566;18.679;9.264;0.036;0.169;0.0;0.079;0.019;0.016;0.0;0.061;0.0;0.0;0.0;0.037;0.0;0.0;0.719;0.93;3.0;VALOR
ZUMOS ENRIQUECIDOS;;48.402;0.523;0.198;10.228;43.959;37.697;14.693;0.0;0.048;0.0;0.065;0.0;0.009;0.0;0.026;0.0;0.025;0.0;0.131;0.0;0.007;0.956;2.044;2.0;VALOR
Z.E.CON CALCIO;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;VALOR
Z.E.CON VITAMINAS;;47.545;0.51;0.178;9.844;43.258;37.289;14.117;0.0;0.032;0.0;0.065;0.0;0.009;0.0;0.026;0.0;0.025;0.0;0.131;0.0;0.007;0.908;2.015;3.0;VALOR
Z.E.CON CAL.Y VIT.;;0.052;0.0;0.0;0.006;0.057;0.057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;VALOR
Z.E.CON OTROS;;2.944;0.017;0.019;0.677;2.276;1.077;1.374;0.0;0.017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.056;0.064;3.0;VALOR
TOTAL PATATAS;;98.925;49.977;2.384;44.963;94.935;90.137;56.064;2.157;0.358;0.0;2.024;0.27;2.487;8.925;8.749;0.036;1.31;0.268;41.716;4.37;2.525;15.488;8.734;1.0;VALOR
PATATAS FRESCAS;;94.924;48.125;1.827;27.637;81.602;72.958;37.48;0.24;0.337;0.0;0.971;0.201;1.474;8.719;8.576;0.0;0.753;0.063;41.538;4.37;2.402;10.808;5.521;2.0;VALOR
PATATAS CONGELADAS;;34.17;2.108;0.061;6.706;30.761;25.371;12.95;1.843;0.011;0.0;0.582;0.046;0.142;0.0;0.043;0.0;0.074;0.0;0.027;0.0;0.014;0.847;1.504;2.0;VALOR
PATATAS PROCESADAS;;88.947;5.699;0.798;35.958;83.708;76.848;43.095;0.306;0.067;0.0;0.741;0.046;1.016;0.609;0.58;0.036;0.672;0.204;1.36;0.0;0.131;7.779;5.707;2.0;VALOR
PATATAS FRITAS;;87.282;5.626;0.773;34.611;81.96;75.031;41.795;0.306;0.061;0.0;0.722;0.046;1.007;0.609;0.58;0.036;0.672;0.204;1.365;0.0;0.131;7.517;5.267;3.0;VALOR
T.HORTALIZAS FRESCAS;;99.816;63.684;2.545;56.97;98.616;96.837;72.257;1.434;1.35;0.027;4.296;0.621;3.548;15.604;14.658;0.106;1.719;0.301;56.457;9.278;3.784;21.028;14.121;1.0;VALOR
TOMATES;;97.498;53.94;1.474;37.037;91.043;85.031;53.538;0.194;0.463;0.005;1.799;0.429;1.273;11.817;10.878;0.05;0.975;0.098;47.78;7.193;2.204;11.133;7.155;2.0;VALOR
CEBOLLAS;;95.758;46.308;1.371;29.905;84.618;76.525;41.926;0.25;0.206;0.0;0.757;0.149;0.673;8.766;8.746;0.0;0.467;0.082;40.042;5.525;1.796;8.633;5.731;2.0;VALOR
AJOS;;84.315;34.619;0.93;16.577;63.001;51.908;24.546;0.087;0.251;0.01;0.331;0.312;0.397;6.575;5.903;0.017;0.286;0.03;29.211;2.721;0.964;4.993;2.812;2.0;VALOR
COLES;;56.321;22.453;0.232;7.774;38.555;32.794;11.16;0.151;0.118;0.0;0.446;0.073;0.339;3.978;3.627;0.0;0.257;0.018;18.745;3.455;0.733;1.94;1.594;2.0;VALOR
PEPINOS;;75.316;31.638;0.653;15.505;60.144;51.833;25.502;0.127;0.268;0.0;0.522;0.072;0.162;7.425;5.814;0.021;0.232;0.065;26.281;4.491;1.321;4.034;3.004;2.0;VALOR
JUDIAS VERDES;;60.921;29.035;0.55;9.73;38.38;32.937;11.617;0.219;0.196;0.0;0.202;0.094;0.301;6.256;5.976;0.0;0.149;0.017;24.403;3.819;1.211;3.37;1.846;2.0;VALOR
PIMIENTOS;;92.942;45.959;1.2;27.593;81.924;74.184;41.536;0.252;0.397;0.005;1.062;0.222;0.561;9.356;8.887;0.0;0.267;0.111;39.414;6.344;1.987;7.112;5.426;2.0;VALOR
CHAMPIÑONES+O.SETAS;;81.989;26.761;0.588;17.427;72.246;63.162;32.361;0.138;0.155;0.0;0.351;0.169;0.235;5.122;5.664;0.0;0.191;0.0;21.73;0.956;0.227;3.044;3.314;2.0;VALOR
LECHUGA/ESC./ENDIVIA;;95.207;38.234;0.894;33.193;88.514;82.557;46.756;0.087;0.267;0.007;0.696;0.24;0.597;6.865;7.303;0.0;0.521;0.017;32.246;5.586;1.428;6.406;6.275;2.0;VALOR
ESPARRAGOS;;40.617;15.302;0.136;6.715;26.902;22.266;9.452;0.026;0.129;0.0;0.127;0.0;0.054;3.014;3.025;0.0;0.18;0.0;12.724;1.133;0.296;1.236;1.156;2.0;VALOR
VERDURAS DE HOJA;;65.855;25.054;0.408;12.429;49.337;43.008;18.645;0.286;0.194;0.0;0.941;0.052;0.116;5.0;5.344;0.0;0.266;0.017;20.112;4.007;0.838;2.561;2.449;2.0;VALOR
ACELGA;;41.346;20.217;0.233;4.213;19.752;17.979;3.2;0.09;0.127;0.0;0.805;0.033;0.098;4.196;4.202;0.0;0.13;0.017;16.33;3.727;0.686;1.789;0.951;3.0;VALOR
BERENJENAS;;70.692;28.647;0.709;12.729;51.351;43.173;19.147;0.078;0.151;0.0;0.764;0.078;0.184;6.079;5.565;0.02;0.308;0.0;23.8;4.809;0.986;3.871;2.628;2.0;VALOR
ZANAHORIAS;;92.636;37.333;1.013;26.989;81.511;72.397;38.291;0.256;0.315;0.0;0.471;0.158;0.321;5.727;6.249;0.0;0.131;0.018;32.156;2.239;0.552;5.082;5.248;2.0;VALOR
CALABACINES;;85.437;38.424;0.925;21.305;70.909;61.733;32.392;0.025;0.4;0.0;0.657;0.146;0.715;7.71;6.448;0.0;0.495;0.0;32.983;5.889;1.194;4.888;4.068;2.0;VALOR
OTR.HORTALIZAS/VERD.;;97.23;50.327;1.513;37.579;90.439;84.147;49.254;0.776;0.749;0.005;1.483;0.356;1.694;10.207;10.403;0.02;0.698;0.128;43.798;6.671;1.921;9.458;7.327;2.0;VALOR
BROCOLI;;59.875;21.014;0.246;11.106;45.265;37.199;17.333;0.117;0.078;0.0;0.239;0.093;0.071;3.744;3.874;0.0;0.087;0.0;17.378;2.09;0.825;1.546;2.05;3.0;VALOR
ALCACHOFAS;;52.766;27.238;0.309;6.327;31.489;27.293;7.797;0.036;0.164;0.005;0.902;0.039;0.153;5.794;5.788;0.02;0.153;0.006;22.435;1.781;0.533;2.614;1.896;3.0;VALOR
APIO;;39.74;14.512;0.342;4.865;25.608;22.047;6.995;0.031;0.116;0.0;0.045;0.022;0.187;2.403;2.712;0.0;0.006;0.0;11.927;0.955;0.301;1.328;0.897;3.0;VALOR
COLIFLOR;;58.744;25.488;0.508;8.094;39.758;32.832;13.877;0.096;0.134;0.0;0.504;0.098;0.254;5.343;4.665;0.0;0.21;0.0;21.051;2.199;0.634;2.187;1.649;3.0;VALOR
PUERRO;;71.163;29.914;0.763;13.266;53.523;44.804;19.464;0.102;0.243;0.005;0.142;0.12;0.234;4.841;5.373;0.0;0.269;0.041;24.958;2.503;0.426;3.065;2.356;3.0;VALOR
CALABAZA;;59.597;18.913;0.214;9.783;42.489;35.787;13.165;0.0;0.209;0.0;0.123;0.021;0.082;2.894;2.923;0.0;0.207;0.0;16.168;4.135;0.741;2.015;1.601;3.0;VALOR
CANONIGOS;;24.607;0.465;0.014;4.268;22.84;17.238;10.624;0.0;0.005;0.0;0.007;0.0;0.0;0.041;0.033;0.0;0.0;0.0;0.388;0.0;0.0;0.169;0.836;3.0;VALOR
RABANOS/RABANITOS;;20.008;8.031;0.115;2.716;10.713;8.897;3.039;0.0;0.018;0.0;0.045;0.018;0.028;1.535;1.668;0.0;0.018;0.02;6.368;0.81;0.036;0.685;0.425;3.0;VALOR
VERD./HORT. IV GAMA;;91.977;24.782;0.505;31.584;86.266;80.285;44.537;0.274;0.433;0.007;0.686;0.111;0.491;3.616;3.829;0.0;0.331;0.058;20.734;1.945;0.658;5.282;6.163;2.0;VALOR
T.FRUTAS FRESCAS;;99.708;66.418;2.562;56.743;97.959;95.452;71.956;1.432;1.206;0.093;12.21;0.74;2.594;16.306;15.193;0.019;1.754;0.385;59.754;9.183;4.813;22.138;12.889;1.0;VALOR
NARANJAS;;84.925;44.319;1.028;20.856;66.03;57.838;27.019;0.126;0.34;0.061;0.917;0.305;0.498;8.18;7.513;0.0;0.389;0.109;38.899;3.948;2.009;8.137;4.397;2.0;VALOR
NARANJA NAVEL;;59.831;24.024;0.566;10.512;40.953;30.622;17.71;0.0;0.183;0.0;0.324;0.121;0.09;3.361;3.854;0.0;0.104;0.05;20.744;1.939;0.969;2.899;1.894;3.0;VALOR
NARANJA SALUSTIANA;;20.36;6.544;0.097;5.051;9.703;9.247;0.743;0.0;0.026;0.0;0.0;0.066;0.036;0.789;1.104;0.0;0.019;0.018;5.381;0.243;0.0;1.3;0.408;3.0;VALOR
NARANJA VALENCIA LA;;34.318;15.619;0.253;3.896;17.36;15.019;3.278;0.07;0.041;0.0;0.186;0.098;0.199;2.579;2.457;0.0;0.066;0.0;12.94;0.641;0.233;2.275;1.189;3.0;VALOR
MANDARINAS;;87.319;44.858;0.988;21.096;70.876;63.001;28.933;0.016;0.302;0.0;1.002;0.278;0.69;8.949;7.942;0.0;0.322;0.061;39.387;2.234;1.316;6.682;3.681;2.0;VALOR
LIMONES;;80.501;32.057;0.663;17.548;64.505;54.048;27.443;0.181;0.208;0.0;0.318;0.158;0.264;5.506;4.941;0.0;0.243;0.025;27.515;4.123;1.096;4.333;3.225;2.0;VALOR
PLATANOS;;96.342;50.357;1.203;35.306;90.112;83.688;55.297;0.334;0.312;0.0;2.069;0.341;0.725;9.661;9.065;0.0;0.489;0.16;45.058;0.5;0.585;9.144;6.779;2.0;VALOR
