Alimentos;;T.ESPAÑA;CATALUÑA;ARAGÓN;ILLES BALEARS;COMUNITAT VALENCIANA;REGIÓN DE MURCIA;ANDALUCÍA;COMUNIDAD DE MADRID;CASTILLA - LA MANCHA;EXTREMADURA;CASTILLA Y LEÓN;GALICIA;PRINCIPADO DE ASTURIAS;CANTABRIA;PAIS VASCO;LA RIOJA;C. FORAL DE NAVARRA;CANARIAS;Nivel;Hoja
POLLO ENTERO;;61.323;62.047;66.323;54.965;63.54;67.895;65.857;57.753;67.183;62.181;64.331;61.418;51.144;54.595;62.225;54.764;64.169;44.751;4.0;VALOR
POLLO FILETES;;80.204;79.684;78.952;78.314;78.528;77.426;83.527;85.687;82.993;80.712;78.748;72.269;80.246;81.153;77.831;79.843;74.915;72.996;4.0;VALOR
POLLO POR PIEZAS;;95.867;96.233;97.237;93.963;96.77;96.281;96.922;95.965;96.779;96.853;96.375;93.035;95.423;91.616;96.688;97.72;92.27;90.645;4.0;VALOR
CARNE CONEJO;;46.141;56.88;54.625;36.293;56.715;54.52;37.303;44.002;42.19;39.706;45.157;49.909;39.274;40.337;49.01;59.352;57.614;29.524;3.0;VALOR
CARNE OVINO/CAPRINO;;49.838;57.001;71.874;44.945;60.732;54.441;38.1;53.381;57.698;40.563;55.032;37.288;44.942;49.475;63.932;69.183;55.06;13.86;3.0;VALOR
CORDERO;;47.267;53.563;70.763;44.016;58.813;49.215;36.104;51.173;55.361;40.566;52.517;34.145;45.901;45.523;58.921;66.212;51.974;11.886;4.0;VALOR
CABRITO;;8.586;16.718;6.609;4.179;7.391;14.561;4.892;6.874;5.394;4.677;10.722;7.578;3.747;5.793;14.881;15.508;9.673;4.653;4.0;VALOR
OTRO OVINO/CAPRINO;;2.701;3.397;6.787;2.098;3.002;1.152;2.025;3.0;6.077;3.498;5.896;1.597;4.833;1.355;2.638;4.427;1.894;1.133;4.0;VALOR
OVINO/CAPRINO ENTE;;9.333;9.548;11.981;6.582;5.934;6.971;4.217;13.908;11.776;5.862;20.223;9.258;7.176;11.463;20.472;14.677;15.335;0.774;4.0;VALOR
OVINO/CAPRINO PIEZ;;47.708;55.174;70.674;43.426;60.28;53.021;37.079;49.852;56.438;38.892;49.266;33.132;42.78;46.089;60.765;64.933;53.823;13.647;4.0;VALOR
CARNE CERDO;;96.696;96.291;98.052;93.038;96.515;95.445;97.633;96.364;97.601;97.833;97.415;97.067;97.742;95.989;96.903;98.556;96.331;93.821;3.0;VALOR
CARNE CERDO ADOBAD;;63.46;56.92;67.844;46.118;57.754;59.581;60.935;76.041;74.636;56.172;79.931;57.233;58.651;74.88;76.265;70.82;61.126;51.986;4.0;VALOR
CARN.CERDO IBERICO;;31.038;34.682;31.285;16.703;27.129;32.905;37.902;33.093;31.844;40.54;36.48;14.83;30.066;27.214;26.405;34.044;28.123;20.047;4.0;VALOR
CARNE DESPOJOS;;45.513;49.557;50.719;35.92;48.409;46.976;45.787;45.104;48.82;45.493;55.967;43.038;51.53;40.682;45.012;42.33;36.294;18.959;3.0;VALOR
DESPOJOS CERDO;;31.121;37.512;37.357;20.399;32.607;33.429;34.067;27.51;36.513;33.118;41.929;27.005;30.267;29.94;30.131;30.338;17.007;2.969;4.0;VALOR
DESPOJOS CORDERO;;7.76;8.186;11.364;5.668;9.402;13.587;5.39;8.075;12.653;10.215;13.101;2.375;1.817;15.675;10.229;17.176;11.704;0.677;4.0;VALOR
DESPOJOS POLLO;;19.37;23.839;16.842;16.403;25.548;23.069;22.482;16.753;27.826;26.336;15.669;13.512;12.556;11.876;12.541;6.498;11.511;9.955;4.0;VALOR
DESPOJOS TERNERA;;18.905;22.236;16.396;19.897;16.139;13.822;13.206;18.998;16.872;16.388;33.239;23.489;35.782;20.661;24.956;18.523;22.561;9.236;4.0;VALOR
DESPOJOS OT.PROCED;;5.842;7.292;5.836;6.987;7.929;8.509;4.254;5.405;4.506;2.634;7.587;3.93;2.041;4.127;8.25;7.415;2.593;5.449;4.0;VALOR
OTRAS CARNES FRESCA;;89.561;90.481;90.937;89.246;92.211;92.385;89.609;90.678;88.346;88.063;89.357;84.583;85.098;88.034;92.412;83.794;94.913;80.605;3.0;VALOR
AVESTRUZ;;0.856;0.372;3.3;0.0;0.867;1.28;1.616;0.45;1.194;0.0;1.14;0.378;0.801;0.0;0.571;1.559;0.0;0.0;4.0;VALOR
PAVO;;72.921;75.927;77.9;65.029;73.658;80.973;73.205;73.998;71.375;70.849;73.134;66.399;67.435;75.859;81.658;63.216;81.18;58.777;4.0;VALOR
OTRAS AVES;;34.994;39.235;36.648;37.052;40.483;34.132;35.551;38.169;36.385;31.225;31.668;22.362;25.244;27.494;38.366;25.837;35.419;20.435;2.0;VALOR
CARNE CABALLO;;5.083;7.333;5.368;2.394;9.082;8.342;4.073;4.359;2.0;5.6;6.711;2.262;5.302;5.945;8.541;8.404;13.041;0.616;4.0;VALOR
CARNE CONGELADA;;44.926;39.436;40.44;46.348;49.012;40.81;51.114;42.725;57.025;51.455;39.659;37.034;33.528;27.492;32.181;46.345;21.076;78.623;2.0;VALOR
C.CONG.POLLO;;29.515;22.823;28.714;26.09;33.124;27.39;33.056;26.585;40.203;32.261;25.721;20.852;22.364;16.062;17.953;27.674;14.158;72.421;3.0;VALOR
C.CONG.CERDO;;18.214;17.663;13.713;16.393;16.492;12.413;21.354;16.154;27.578;24.106;15.429;13.886;15.147;10.985;10.471;15.515;8.949;43.27;3.0;VALOR
C.CONG.VACA;;8.221;8.269;7.955;3.716;8.609;13.154;8.423;4.737;8.421;11.819;6.284;6.044;7.942;3.748;5.937;7.196;3.244;33.598;3.0;VALOR
RESTO CARNES CONG.;;16.704;15.487;14.959;25.56;21.335;20.816;17.134;12.851;23.543;12.527;14.716;16.58;11.561;10.069;10.346;13.647;6.427;34.226;3.0;VALOR
C.CONG.CABALLO;;0.1;0.089;0.0;0.0;0.143;0.0;0.224;0.059;0.0;0.0;0.281;0.0;0.059;0.0;0.081;0.0;0.0;0.0;4.0;VALOR
SALCHICHAS CONGELAD;;0.496;0.341;0.0;1.887;0.273;0.0;0.435;0.225;0.0;0.784;0.138;0.0;1.659;0.0;0.0;0.0;0.963;4.618;3.0;VALOR
CARNE TRANSFORMADA;;99.551;99.312;99.246;98.687;99.869;99.883;99.725;99.661;99.632;99.928;99.665;99.123;99.906;99.807;99.156;98.565;99.312;99.376;2.0;VALOR
JAMON CURADO+PALETA;;92.01;90.986;90.102;88.24;94.007;90.691;93.974;91.247;93.071;92.891;92.742;90.259;95.244;88.487;91.876;89.049;93.27;88.651;3.0;VALOR
JAMON C.+P.ENTERO;;38.39;39.378;43.833;24.466;35.967;44.383;42.074;40.81;50.697;34.575;40.376;32.078;41.783;23.178;38.184;44.644;33.807;19.687;4.0;VALOR
JAMON C.+P.LONCHA;;90.201;89.699;87.367;84.877;92.503;88.885;91.966;89.869;90.808;89.317;90.277;87.484;93.117;87.033;90.71;86.448;91.909;88.058;4.0;VALOR
JAMON CURADO NORMAL;;88.912;86.684;88.864;82.519;92.15;89.867;91.576;88.305;91.424;89.322;89.904;86.521;93.596;82.694;85.44;79.619;92.223;85.222;3.0;VALOR
JAMON C.N.ENTER/PI;;31.51;30.725;40.715;19.873;31.157;40.712;33.582;33.311;45.032;22.97;32.23;27.594;37.701;12.679;31.192;37.472;26.894;17.186;4.0;VALOR
JAMON C.N.LONCHA;;86.937;84.635;85.817;80.162;90.199;87.123;89.502;87.071;89.321;86.831;86.961;84.265;91.607;82.552;83.863;76.727;89.789;84.602;4.0;VALOR
JAMON IBERICO;;37.029;45.863;32.241;28.267;34.531;39.614;34.14;45.288;24.538;38.88;29.48;27.981;40.936;35.885;44.715;36.808;29.306;35.781;3.0;VALOR
JAMON IBE.ENTER/PI;;10.571;14.377;5.183;2.95;7.872;10.438;13.488;16.4;9.262;13.634;10.347;2.782;9.997;4.766;13.086;13.568;5.184;5.776;4.0;VALOR
JAMON IBE.LONCHA;;33.369;42.354;30.308;26.216;31.885;35.679;28.738;40.939;20.998;27.107;25.668;26.375;38.752;32.905;42.332;34.632;26.017;33.879;4.0;VALOR
PALETA CURADA NORM.;;23.279;25.611;22.181;19.603;17.355;14.904;21.093;26.131;21.913;18.843;24.691;21.078;25.249;28.305;40.352;18.109;31.042;20.408;3.0;VALOR
PALETA C.N.ENTR/PI;;3.782;3.065;5.958;1.04;2.371;1.882;2.593;3.287;3.259;1.746;8.71;5.898;10.437;9.133;8.263;0.193;5.401;1.148;4.0;VALOR
PALETA C.N.LONCHA;;20.961;24.021;18.247;18.753;16.484;13.805;19.295;24.721;19.597;18.342;20.477;16.005;15.058;21.35;35.605;17.836;27.41;19.328;4.0;VALOR
PALETA IBERICA;;17.502;24.469;7.728;13.578;11.577;10.41;16.706;20.11;10.267;16.104;14.595;11.791;14.083;22.941;35.3;19.545;21.981;14.942;3.0;VALOR
PALETA IB.ENTER/PI;;2.666;5.209;0.883;1.789;1.023;3.515;3.086;2.805;1.359;1.872;4.021;0.305;0.671;1.774;2.892;1.607;6.032;0.918;4.0;VALOR
PALETA IBE.LONCHA;;15.944;21.769;6.996;13.066;10.93;8.418;14.173;18.609;9.157;14.371;12.364;11.671;13.417;22.253;35.009;17.712;17.446;14.766;4.0;VALOR
HUESOS JAMON CURADO;;17.845;21.261;18.972;10.24;18.021;21.102;19.054;27.213;23.995;15.897;18.361;6.02;15.436;12.521;7.839;9.737;6.535;9.144;3.0;VALOR
LOMO EMBUCHADO N+IB;;54.723;50.461;47.466;36.886;56.862;66.348;53.674;60.362;64.254;58.337;64.973;51.791;62.749;49.226;53.577;44.551;48.855;39.322;3.0;VALOR
LOMO EMB.AL CORTE;;20.094;15.149;16.87;8.944;19.259;33.259;14.065;27.049;30.342;15.017;30.168;22.568;38.071;18.319;20.859;12.457;17.075;14.644;4.0;VALOR
LOMO EMB.ENVASADO;;45.347;42.457;40.982;33.666;46.694;53.324;46.054;49.394;51.307;52.775;51.457;42.657;40.77;44.454;45.919;37.371;41.998;32.35;4.0;VALOR
LOMO EMB.NORMAL;;49.226;44.546;43.369;32.4;53.342;65.303;48.757;51.241;62.063;52.059;58.584;48.414;54.422;40.934;46.907;39.379;41.492;34.207;4.0;VALOR
LOMO E.N.AL CORTE;;15.774;9.857;12.572;8.216;17.187;31.598;11.447;19.067;26.76;11.511;25.152;17.868;34.522;10.068;14.463;11.537;10.848;11.708;5.0;VALOR
LOMO E.N.ENVASADO;;41.609;39.69;38.577;29.09;44.135;51.283;42.574;43.112;49.767;48.783;47.144;40.26;35.263;38.781;39.987;32.163;37.503;28.567;5.0;VALOR
LOMO EMB.IBERICO;;16.777;16.547;15.157;8.612;12.455;17.263;14.712;25.364;17.319;20.984;17.275;16.385;23.823;15.838;21.867;7.173;22.503;11.819;4.0;VALOR
LOMO E.I.AL CORTE;;8.617;8.393;8.425;3.465;6.671;7.283;5.061;15.9;13.431;7.828;9.89;9.187;15.628;8.401;10.609;1.026;12.964;3.908;5.0;VALOR
LOMO E.I.ENVASADO;;10.247;9.571;6.988;7.225;6.539;13.7;10.224;15.185;8.445;15.741;11.214;8.671;9.97;10.203;17.148;6.167;10.637;8.916;5.0;VALOR
OTRAS SALAZONES;;49.281;50.877;57.94;52.938;52.474;52.684;44.322;51.063;69.428;50.69;53.377;48.912;39.545;47.57;45.291;50.964;49.581;25.615;3.0;VALOR
O.SALAZONES AL COR;;26.282;23.36;32.58;26.327;29.117;33.954;23.373;25.176;45.754;29.42;36.376;23.045;22.95;19.586;24.315;33.488;30.753;13.195;4.0;VALOR
O.SALAZONES ENVASA;;34.839;38.47;44.276;37.529;38.132;35.194;29.868;38.187;46.139;32.377;29.323;36.07;31.594;40.287;31.297;32.697;38.164;20.156;4.0;VALOR
TOCINO Y MANTECA;;62.031;69.167;57.618;68.933;72.127;78.513;66.622;63.989;59.909;67.052;49.933;40.402;43.419;51.19;47.438;34.88;33.896;60.417;3.0;VALOR
TOCINO;;11.044;12.833;16.479;10.457;8.509;16.397;15.136;11.033;7.539;13.22;11.852;10.977;14.765;2.833;11.057;5.531;6.171;3.259;4.0;VALOR
CHORIZOS;;80.231;73.917;83.452;57.501;77.339;84.84;80.793;80.241;87.417;74.414;85.666;87.296;89.948;86.483;87.868;82.141;87.675;75.668;3.0;VALOR
CHOR.IBERICO;;32.53;32.172;29.997;13.766;30.512;33.031;31.419;37.814;37.019;34.427;35.259;32.014;42.212;28.949;41.762;24.778;16.295;24.095;4.0;VALOR
CHOR.NORMAL;;76.697;68.922;79.764;54.356;73.133;82.014;76.461;77.188;85.907;68.594;81.354;85.382;86.797;85.432;87.052;73.36;86.16;74.189;4.0;VALOR
CHORIZO DE PAVO;;8.379;8.04;11.16;4.262;8.341;5.803;12.607;6.632;9.088;2.963;5.899;9.195;7.107;4.169;8.034;5.317;7.928;8.907;4.0;VALOR
CHORIZO DE CERDO;;79.273;73.291;82.171;56.831;75.52;84.768;79.886;79.715;86.256;74.396;84.96;86.5;87.206;86.475;87.665;82.162;84.467;73.456;4.0;VALOR
SALCHICHON/SALAMI;;64.233;50.492;64.114;54.308;65.475;71.884;79.975;62.632;77.606;68.282;68.602;56.79;65.244;54.034;56.574;64.071;51.286;59.816;3.0;VALOR
SALCHICHON DE PAVO;;9.308;8.31;8.579;6.138;10.451;11.169;16.772;6.578;9.49;3.275;7.419;6.744;6.991;2.44;5.701;3.05;7.498;8.094;4.0;VALOR
SALCHICHON DE CERD;;62.302;48.839;62.585;53.519;63.229;71.049;77.067;61.289;74.758;66.898;67.317;54.807;63.965;53.463;55.767;64.079;46.837;56.956;4.0;VALOR
FUET/LONGANIZAS;;69.594;83.487;84.61;68.529;78.73;77.038;68.594;70.424;76.002;60.608;57.287;54.031;53.241;49.174;58.481;53.207;62.583;44.334;3.0;VALOR
FUET/LONGANIZ.PAVO;;12.349;19.392;16.058;7.31;12.743;16.729;14.787;11.905;11.863;9.886;7.819;5.26;2.609;3.23;6.739;8.544;10.286;7.996;4.0;VALOR
FUET/LONGANIZ.CERD;;67.922;81.718;84.135;68.069;76.996;74.536;65.616;68.893;74.892;58.751;56.554;53.039;53.081;49.264;57.897;51.059;60.572;42.232;4.0;VALOR
OTROS PROD.CURADOS;;60.844;64.809;65.608;55.541;54.266;62.746;56.395;62.113;63.415;48.824;68.165;59.399;75.814;48.434;64.091;64.588;74.721;56.98;3.0;VALOR
O.PROD.CURAD.CORTE;;26.723;26.131;21.32;19.008;20.004;36.518;26.408;24.148;27.414;17.39;36.663;29.498;49.316;20.727;28.039;38.125;28.902;37.074;4.0;VALOR
O.PROD.CURAD.ENVAS;;49.478;56.162;57.373;48.21;45.752;46.709;45.09;53.411;51.489;39.587;52.902;44.505;48.296;37.786;54.998;51.039;55.519;36.328;4.0;VALOR
SALCHICHAS;;71.568;67.671;69.841;73.962;57.155;69.721;79.315;76.729;77.035;84.526;71.451;70.891;66.289;70.906;65.216;61.029;64.059;78.234;3.0;VALOR
JAMON COCIDO;;83.313;83.412;83.632;79.252;84.422;86.673;81.659;83.237;85.946;83.602;83.438;81.539;91.5;79.899;83.38;72.803;82.295;83.595;3.0;VALOR
J.COC.SIN/BAJO SAL;;16.456;21.342;22.702;15.381;16.005;24.177;17.014;14.09;7.082;11.639;15.401;15.719;13.568;8.669;16.714;10.661;8.921;20.374;4.0;VALOR
PALETA COCIDA;;8.686;13.64;11.169;9.092;5.103;10.546;9.139;8.376;6.66;8.613;7.531;6.262;8.135;4.429;10.413;6.067;3.095;14.35;3.0;VALOR
FIAMBRES;;93.189;91.502;92.0;91.334;91.92;95.847;95.423;95.114;96.784;97.466;94.795;89.909;90.223;86.879;88.704;92.262;93.671;92.045;3.0;VALOR
PAVO;;81.068;74.456;84.723;75.169;80.234;81.709;85.919;85.564;85.186;90.564;83.742;75.568;73.147;78.742;81.712;71.311;80.561;74.215;4.0;VALOR
POLLO;;29.19;26.014;30.329;24.723;25.132;27.942;36.416;32.666;34.892;26.983;28.642;20.461;21.771;27.442;28.542;19.943;20.453;32.043;4.0;VALOR
PROD.A BASE SANGRE;;28.062;23.917;31.439;18.649;25.614;30.693;29.206;33.987;27.009;28.269;35.206;9.992;40.716;42.402;47.627;31.072;41.8;16.853;3.0;VALOR
MORCILLA;;27.358;23.698;30.51;16.235;24.292;28.38;28.075;33.671;26.565;26.722;34.214;9.678;40.716;42.402;47.631;31.181;41.227;16.568;4.0;VALOR
FOIE-GRAS Y PATES;;63.989;65.247;66.706;66.3;66.723;68.21;73.943;64.862;71.98;69.509;57.532;35.313;56.968;54.262;60.714;56.081;59.049;53.731;3.0;VALOR
COCIDOS Y OTROS;;70.214;69.705;75.444;74.115;71.764;67.027;71.3;73.811;76.718;75.811;72.516;60.151;60.095;68.304;65.935;63.766;54.669;67.662;3.0;VALOR
COCIDOS Y O. CORTE;;19.292;16.575;11.934;12.026;15.506;23.025;21.566;23.63;21.435;20.748;21.444;20.145;25.765;11.593;17.063;27.253;9.216;29.204;4.0;VALOR
COCIDOS Y O.ENVASA;;65.368;65.128;74.084;71.842;68.543;62.975;65.2;69.17;71.993;74.008;67.971;52.562;54.588;63.944;61.839;54.872;52.164;58.207;4.0;VALOR
COCIDOS DE PAVO;;8.521;11.91;6.437;3.774;5.902;8.739;6.413;13.81;10.639;8.485;5.775;7.431;8.765;4.278;8.655;4.15;6.093;8.003;4.0;VALOR
COCIDOS DE CERDO;;67.853;66.661;74.357;73.56;70.213;66.424;69.024;71.16;74.381;75.038;70.969;56.487;57.01;64.562;63.335;56.395;50.357;65.678;4.0;VALOR
TOTAL PESCA;;99.41;99.405;99.248;99.375;99.612;99.71;99.71;98.905;99.614;99.701;99.598;99.053;99.888;99.231;99.698;98.885;99.469;98.229;1.0;VALOR
PESCADOS;;96.223;94.836;96.687;94.243;96.727;97.591;97.372;95.469;97.521;98.321;97.429;95.442;97.537;90.098;97.69;97.998;96.495;92.821;2.0;VALOR
PESCADOS FRESCOS;;88.484;87.402;87.778;83.667;87.778;93.27;91.166;87.617;90.268;87.502;91.009;90.903;93.157;87.14;92.075;92.753;89.486;69.949;3.0;VALOR
PESCADOS CONGELADOS;;84.379;80.664;88.735;84.801;88.639;87.633;88.967;83.534;89.79;94.951;85.771;71.975;78.622;65.591;78.694;84.027;78.877;84.18;3.0;VALOR
MERLUZA/PESCAD;;79.815;77.321;81.805;75.881;78.984;78.962;80.36;81.085;86.728;85.593;84.266;78.975;87.267;73.855;81.55;90.96;83.49;63.322;3.0;VALOR
MERLUZA/PESCAD.FRE;;51.761;54.301;50.312;38.904;47.398;47.321;48.849;53.053;58.082;41.95;61.834;62.383;66.815;50.787;62.182;64.702;69.578;14.626;4.0;VALOR
MERLUZA/PESCAD.CON;;58.684;50.759;63.253;59.409;62.965;57.936;62.839;62.223;66.241;75.955;60.04;48.542;51.55;48.281;50.267;64.499;59.543;56.663;4.0;VALOR
SARDINA/BOQUERON;;59.482;58.739;63.984;44.066;57.305;64.371;67.968;59.066;59.277;63.824;60.112;55.134;69.13;62.258;62.112;64.42;60.261;30.305;3.0;VALOR
BOQUERONES FRESCOS;;48.645;46.016;48.777;36.859;47.368;57.779;60.61;51.421;51.34;50.726;46.577;26.204;56.518;57.511;59.189;54.824;48.501;15.548;4.0;VALOR
SARDINAS FRESCAS;;38.704;40.346;41.421;28.434;37.676;45.159;43.317;34.853;41.478;39.934;39.633;47.56;55.977;28.467;30.011;31.179;43.236;22.005;4.0;VALOR
ATUN Y BONITO;;43.867;39.686;47.317;38.146;38.468;48.601;46.621;47.282;37.718;40.165;50.126;31.728;62.943;51.942;55.321;51.188;45.883;45.63;3.0;VALOR
TRUCHA FRESCA;;24.035;21.159;27.447;9.102;25.513;31.451;23.764;29.04;30.073;25.049;34.982;19.372;38.625;22.451;25.536;23.619;21.059;2.33;3.0;VALOR
LENGUADO;;20.194;22.416;18.788;11.857;15.63;21.368;26.577;19.719;21.713;19.75;26.467;18.007;23.593;22.287;12.327;17.194;10.502;14.262;3.0;VALOR
LENGUADO FRESCO;;17.272;18.863;16.69;10.624;11.926;12.77;22.264;18.559;18.171;17.571;23.628;17.56;20.283;21.646;11.474;17.194;10.548;12.114;4.0;VALOR
LENGUADO CONGELADO;;4.698;4.847;2.251;4.551;6.533;14.17;7.119;3.262;4.144;2.279;3.537;4.593;6.24;0.551;1.035;0.0;1.466;3.393;4.0;VALOR
BACALAO;;66.581;65.421;67.882;63.668;67.383;65.79;70.792;63.622;71.14;73.654;72.631;62.452;72.77;61.086;69.793;65.089;63.75;48.08;3.0;VALOR
BACALAO FRESCO;;52.035;47.148;44.103;46.231;54.12;56.675;56.362;52.111;58.728;53.058;61.154;54.736;62.896;53.739;59.445;61.565;49.094;17.985;4.0;VALOR
BACALAO CONGELADO;;38.655;45.952;42.436;43.318;42.556;39.301;43.062;33.084;40.014;51.007;35.622;21.819;29.948;32.469;24.769;36.185;30.642;40.05;4.0;VALOR
BACALADILLA;;32.91;24.332;26.066;18.659;41.297;38.616;38.993;33.508;43.877;40.13;37.108;31.491;50.184;41.761;26.962;35.311;27.134;7.877;4.0;VALOR
CABALLA FRESCA;;27.729;27.33;15.062;17.904;30.122;35.45;28.719;26.92;29.513;24.281;34.005;30.403;29.444;31.728;25.572;18.463;32.333;27.918;3.0;VALOR
SALMON;;66.645;67.389;70.157;63.206;65.717;69.0;66.687;69.206;68.076;63.938;69.882;65.578;74.59;57.813;70.535;56.399;58.863;54.901;3.0;VALOR
SALMON FRESCO;;60.406;57.722;65.091;57.332;58.706;62.826;61.091;65.929;62.894;55.056;67.734;61.345;69.514;54.897;66.976;50.397;55.022;36.253;4.0;VALOR
SALMON CONGELADO;;20.236;26.524;14.335;21.383;24.853;26.965;20.859;18.91;17.029;21.082;12.734;10.674;11.443;13.333;11.861;12.764;15.809;34.952;4.0;VALOR
LUBINA;;41.636;36.932;37.584;22.393;40.463;44.248;38.426;48.427;45.909;43.927;55.454;49.606;43.137;34.848;52.87;42.322;52.47;22.037;3.0;VALOR
DORADA;;47.91;45.507;48.861;47.775;46.961;58.289;51.531;50.966;45.742;54.817;54.327;42.444;51.857;42.164;44.599;33.553;55.552;31.291;3.0;VALOR
RODABALLO;;7.169;9.449;10.403;3.042;3.688;5.542;5.364;8.67;4.988;3.729;10.874;13.101;9.478;16.579;6.605;14.786;12.468;1.49;3.0;VALOR
RAPE;;27.903;42.882;26.805;24.568;28.366;20.903;21.699;23.012;20.042;19.199;34.159;34.717;36.038;15.788;37.691;23.605;25.063;9.31;3.0;VALOR
OTROS PESCADOS;;82.273;74.985;87.813;78.631;83.067;79.679;86.771;82.297;82.936;85.493;88.515;85.423;83.192;73.232;84.132;91.388;81.75;72.344;3.0;VALOR
OTROS PESCADOS FRE;;64.469;59.663;70.178;61.009;62.076;59.422;67.278;67.225;61.433;57.145;73.833;76.392;66.896;65.911;68.661;75.436;70.806;44.608;4.0;VALOR
OTROS PESCADOS CON;;58.935;42.116;67.805;58.682;68.256;59.415;67.262;58.542;67.143;75.986;66.552;47.046;49.121;38.272;56.011;58.607;57.865;60.074;4.0;VALOR
PEZ ESPADA/EMPERDR;;21.18;16.155;17.799;8.652;38.794;29.035;29.2;28.062;26.59;16.073;14.456;11.12;9.838;6.052;10.997;11.266;8.814;2.226;4.0;VALOR
MARISCO/MOLUSCO/CRUS;;91.542;91.801;94.401;89.529;91.005;89.347;93.894;89.363;93.903;93.497;95.135;91.878;92.962;89.412;91.669;88.898;93.59;79.815;2.0;VALOR
MARISCO/MOLUSC CONG;;81.759;83.746;83.299;79.992;83.137;77.625;83.912;79.113;83.376;82.03;87.084;83.932;83.247;75.154;75.932;77.558;78.681;71.841;3.0;VALOR
MARISCO/MOLUSC FRES;;73.984;74.364;72.839;70.151;75.88;77.256;78.464;70.224;78.111;70.037;79.123;78.826;81.381;73.047;75.378;71.596;70.233;42.63;3.0;VALOR
MARISCO/MOLUSC COCI;;61.762;57.04;63.194;50.698;60.412;69.188;69.379;65.715;72.072;70.424;68.083;50.485;58.704;63.616;59.918;61.745;64.548;33.048;3.0;VALOR
ALMEJAS,BERBERECHO;;43.261;47.285;45.109;29.103;29.437;53.825;54.739;41.742;48.34;41.634;43.422;45.076;49.317;36.587;49.573;31.809;28.872;12.131;3.0;VALOR
